Supplier_Daily_Inventory_ID,Supplier_ID,Purchased_Material_ID,Inventory_Qty,Inventory_Date
SDII009347,SID0017,MID0004,210,2025/07/16
SDII009348,SID0017,MID0004,210,2025/07/17
SDII009349,SID0017,MID0004,210,2025/07/18
SDII009350,SID0017,MID0004,210,2025/07/19
SDII009351,SID0017,MID0004,210,2025/07/20
SDII009352,SID0017,MID0004,210,2025/07/21
SDII009353,SID0017,MID0004,210,2025/07/22
SDII009354,SID0017,MID0004,210,2025/07/23
SDII009355,SID0017,MID0004,372,2025/07/24
SDII009356,SID0017,MID0004,372,2025/07/25
SDII009357,SID0017,MID0004,367,2025/07/26
SDII009358,SID0017,MID0004,367,2025/07/27
SDII009359,SID0017,MID0004,367,2025/07/28
SDII009360,SID0017,MID0004,319,2025/07/29
SDII009361,SID0017,MID0004,314,2025/07/30
SDII009362,SID0017,MID0004,310,2025/07/31
SDII009363,SID0017,MID0004,264,2025/08/01
SDII009364,SID0017,MID0004,264,2025/08/02
SDII009365,SID0017,MID0004,264,2025/08/03
SDII009366,SID0017,MID0004,264,2025/08/04
SDII009367,SID0017,MID0004,264,2025/08/05
SDII009368,SID0017,MID0004,264,2025/08/06
SDII009369,SID0017,MID0004,232,2025/08/07
SDII009370,SID0017,MID0004,231,2025/08/08
SDII009371,SID0017,MID0004,185,2025/08/09
SDII009372,SID0017,MID0004,185,2025/08/10
SDII009373,SID0017,MID0004,185,2025/08/11
SDII009374,SID0017,MID0004,559,2025/08/12
SDII009375,SID0017,MID0004,559,2025/08/13
SDII009376,SID0017,MID0004,559,2025/08/14
SDII009377,SID0017,MID0004,559,2025/08/15
SDII009378,SID0017,MID0004,559,2025/08/16
SDII009379,SID0017,MID0004,559,2025/08/17
SDII009380,SID0017,MID0004,559,2025/08/18
SDII009381,SID0017,MID0004,559,2025/08/19
SDII009382,SID0017,MID0004,559,2025/08/20
SDII009383,SID0017,MID0004,473,2025/08/21
SDII009384,SID0017,MID0004,462,2025/08/22
SDII009385,SID0017,MID0004,462,2025/08/23
SDII009386,SID0017,MID0004,462,2025/08/24
SDII009387,SID0017,MID0004,462,2025/08/25
SDII009388,SID0017,MID0004,462,2025/08/26
SDII009389,SID0017,MID0004,462,2025/08/27
SDII009390,SID0017,MID0004,462,2025/08/28
SDII009391,SID0017,MID0004,462,2025/08/29
SDII009392,SID0017,MID0004,462,2025/08/30
SDII009393,SID0017,MID0004,462,2025/08/31
SDII009394,SID0017,MID0004,462,2025/09/01
SDII009395,SID0017,MID0004,462,2025/09/02
SDII009396,SID0017,MID0004,462,2025/09/03
SDII009397,SID0017,MID0004,462,2025/09/04
SDII009398,SID0017,MID0004,426,2025/09/05
SDII009399,SID0017,MID0004,382,2025/09/06
SDII009400,SID0017,MID0004,382,2025/09/07
SDII009401,SID0017,MID0004,382,2025/09/08
SDII009402,SID0017,MID0004,363,2025/09/09
SDII009403,SID0017,MID0004,349,2025/09/10
SDII009404,SID0017,MID0004,349,2025/09/11
SDII009405,SID0017,MID0004,349,2025/09/12
SDII009406,SID0017,MID0004,349,2025/09/13
SDII009407,SID0017,MID0004,349,2025/09/14
SDII009408,SID0017,MID0004,349,2025/09/15
SDII009409,SID0017,MID0004,349,2025/09/16
SDII009410,SID0017,MID0004,349,2025/09/17
SDII009411,SID0017,MID0004,349,2025/09/18
SDII009412,SID0017,MID0004,349,2025/09/19
SDII009413,SID0017,MID0004,349,2025/09/20
SDII009414,SID0017,MID0004,349,2025/09/21
SDII009415,SID0017,MID0004,349,2025/09/22
SDII009416,SID0017,MID0004,349,2025/09/23
SDII009417,SID0017,MID0004,349,2025/09/24
SDII009418,SID0017,MID0004,349,2025/09/25
SDII009419,SID0017,MID0004,349,2025/09/26
SDII009420,SID0017,MID0004,309,2025/09/27
SDII009421,SID0017,MID0004,309,2025/09/28
SDII009422,SID0017,MID0004,471,2025/09/29
SDII009423,SID0017,MID0004,410,2025/09/30
SDII009424,SID0017,MID0004,410,2025/10/01
SDII009425,SID0017,MID0004,410,2025/10/02
SDII009426,SID0017,MID0004,410,2025/10/03
SDII009427,SID0017,MID0004,410,2025/10/04
SDII009428,SID0017,MID0004,410,2025/10/05
SDII009429,SID0017,MID0004,410,2025/10/06
SDII009430,SID0017,MID0004,371,2025/10/07
SDII009431,SID0017,MID0004,342,2025/10/08
SDII009432,SID0017,MID0004,329,2025/10/09
SDII009433,SID0017,MID0004,291,2025/10/10
SDII009434,SID0017,MID0004,291,2025/10/11
SDII009435,SID0017,MID0004,291,2025/10/12
SDII009436,SID0017,MID0004,291,2025/10/13
SDII009437,SID0017,MID0004,291,2025/10/14
SDII009438,SID0017,MID0004,615,2025/10/15
SDII009439,SID0017,MID0004,615,2025/10/16
SDII009440,SID0017,MID0004,615,2025/10/17
SDII009441,SID0017,MID0004,615,2025/10/18
SDII009442,SID0017,MID0004,615,2025/10/19
SDII009443,SID0017,MID0004,615,2025/10/20
SDII009444,SID0017,MID0004,573,2025/10/21
SDII009445,SID0017,MID0004,521,2025/10/22
SDII009446,SID0017,MID0004,494,2025/10/23
SDII009447,SID0017,MID0004,494,2025/10/24
SDII009448,SID0017,MID0004,494,2025/10/25
SDII009449,SID0017,MID0004,494,2025/10/26
SDII009450,SID0017,MID0004,494,2025/10/27
SDII009451,SID0017,MID0004,494,2025/10/28
SDII009452,SID0017,MID0004,494,2025/10/29
SDII009453,SID0017,MID0004,494,2025/10/30
SDII009454,SID0017,MID0004,494,2025/10/31
SDII009455,SID0017,MID0004,494,2025/11/01
SDII009456,SID0017,MID0004,494,2025/11/02
SDII009457,SID0017,MID0004,494,2025/11/03
SDII009458,SID0017,MID0004,494,2025/11/04
SDII009459,SID0017,MID0004,456,2025/11/05
SDII009460,SID0017,MID0004,446,2025/11/06
SDII009461,SID0017,MID0004,394,2025/11/07
SDII009462,SID0017,MID0004,394,2025/11/08
SDII009463,SID0017,MID0004,394,2025/11/09
SDII009464,SID0017,MID0004,394,2025/11/10
SDII009465,SID0017,MID0004,394,2025/11/11
SDII009466,SID0017,MID0004,394,2025/11/12
SDII009467,SID0017,MID0004,394,2025/11/13
SDII009468,SID0017,MID0004,394,2025/11/14
SDII009469,SID0017,MID0004,394,2025/11/15
SDII009470,SID0017,MID0004,394,2025/11/16
SDII009471,SID0017,MID0004,394,2025/11/17
SDII009472,SID0017,MID0004,394,2025/11/18
SDII009473,SID0017,MID0004,394,2025/11/19
SDII009474,SID0017,MID0004,394,2025/11/20
SDII009475,SID0017,MID0004,394,2025/11/21
SDII009476,SID0017,MID0004,394,2025/11/22
SDII009477,SID0017,MID0004,394,2025/11/23
SDII009478,SID0017,MID0004,394,2025/11/24
SDII009479,SID0017,MID0004,601,2025/11/25
SDII009480,SID0017,MID0004,583,2025/11/26
SDII009481,SID0017,MID0004,534,2025/11/27
SDII009482,SID0017,MID0004,526,2025/11/28
SDII009483,SID0017,MID0004,526,2025/11/29
SDII009484,SID0017,MID0004,526,2025/11/30
SDII009485,SID0017,MID0004,526,2025/12/01
SDII009486,SID0017,MID0004,430,2025/12/02
SDII009487,SID0017,MID0004,410,2025/12/03
SDII009488,SID0017,MID0004,410,2025/12/04
SDII009489,SID0017,MID0004,410,2025/12/05
SDII009490,SID0017,MID0004,410,2025/12/06
SDII009491,SID0017,MID0004,410,2025/12/07
SDII009492,SID0017,MID0004,410,2025/12/08
SDII009493,SID0017,MID0004,410,2025/12/09
SDII009494,SID0017,MID0004,410,2025/12/10
SDII009495,SID0017,MID0004,410,2025/12/11
SDII009496,SID0017,MID0004,410,2025/12/12
SDII009497,SID0017,MID0004,410,2025/12/13
SDII009498,SID0017,MID0004,410,2025/12/14
SDII009499,SID0017,MID0004,410,2025/12/15
SDII009500,SID0017,MID0004,410,2025/12/16
SDII009501,SID0017,MID0004,410,2025/12/17
SDII009502,SID0017,MID0004,410,2025/12/18
SDII009503,SID0017,MID0004,410,2025/12/19
SDII009504,SID0017,MID0004,410,2025/12/20
SDII009505,SID0017,MID0004,410,2025/12/21
SDII009506,SID0017,MID0004,410,2025/12/22
SDII009507,SID0017,MID0004,410,2025/12/23
SDII009508,SID0017,MID0004,410,2025/12/24
SDII009509,SID0017,MID0004,410,2025/12/25
SDII009510,SID0017,MID0004,410,2025/12/26
SDII009511,SID0017,MID0004,345,2025/12/27
SDII009512,SID0017,MID0004,345,2025/12/28
SDII009513,SID0017,MID0004,345,2025/12/29
SDII009514,SID0017,MID0004,303,2025/12/30
SDII009515,SID0017,MID0004,303,2025/12/31
SDII009516,SID0017,MID0004,303,2026/01/01
SDII009517,SID0017,MID0005,292,2025/01/01
SDII009518,SID0017,MID0005,292,2025/01/02
SDII009519,SID0017,MID0005,292,2025/01/03
SDII009520,SID0017,MID0005,292,2025/01/04
SDII009521,SID0017,MID0005,292,2025/01/05
SDII009522,SID0017,MID0005,292,2025/01/06
SDII009523,SID0017,MID0005,292,2025/01/07
SDII009524,SID0017,MID0005,292,2025/01/08
SDII009525,SID0017,MID0005,292,2025/01/09
SDII009526,SID0017,MID0005,292,2025/01/10
SDII009527,SID0017,MID0005,292,2025/01/11
SDII009528,SID0017,MID0005,292,2025/01/12
SDII009529,SID0017,MID0005,292,2025/01/13
SDII009530,SID0017,MID0005,292,2025/01/14
SDII009531,SID0017,MID0005,292,2025/01/15
SDII009532,SID0017,MID0005,292,2025/01/16
SDII009533,SID0017,MID0005,281,2025/01/17
SDII009534,SID0017,MID0005,267,2025/01/18
SDII009535,SID0017,MID0005,267,2025/01/19
SDII009536,SID0017,MID0005,267,2025/01/20
SDII009537,SID0017,MID0005,263,2025/01/21
SDII009538,SID0017,MID0005,249,2025/01/22
SDII009539,SID0017,MID0005,242,2025/01/23
SDII009540,SID0017,MID0005,232,2025/01/24
SDII009541,SID0017,MID0005,232,2025/01/25
SDII009542,SID0017,MID0005,232,2025/01/26
SDII009543,SID0017,MID0005,232,2025/01/27
SDII009544,SID0017,MID0005,232,2025/01/28
SDII009545,SID0017,MID0005,232,2025/01/29
SDII009546,SID0017,MID0005,232,2025/01/30
SDII009547,SID0017,MID0005,232,2025/01/31
SDII009548,SID0017,MID0005,232,2025/02/01
SDII009549,SID0017,MID0005,232,2025/02/02
SDII009550,SID0017,MID0005,232,2025/02/03
SDII009551,SID0017,MID0005,232,2025/02/04
SDII009552,SID0017,MID0005,232,2025/02/05
SDII009553,SID0017,MID0005,232,2025/02/06
SDII009554,SID0017,MID0005,232,2025/02/07
SDII009555,SID0017,MID0005,232,2025/02/08
SDII009556,SID0017,MID0005,232,2025/02/09
SDII009557,SID0017,MID0005,232,2025/02/10
SDII009558,SID0017,MID0005,232,2025/02/11
SDII009559,SID0017,MID0005,232,2025/02/12
SDII009560,SID0017,MID0005,215,2025/02/13
SDII009561,SID0017,MID0005,189,2025/02/14
SDII009562,SID0017,MID0005,186,2025/02/15
SDII009563,SID0017,MID0005,186,2025/02/16
SDII009564,SID0017,MID0005,186,2025/02/17
SDII009565,SID0017,MID0005,177,2025/02/18
SDII009566,SID0017,MID0005,173,2025/02/19
SDII009567,SID0017,MID0005,173,2025/02/20
SDII009568,SID0017,MID0005,173,2025/02/21
SDII009569,SID0017,MID0005,173,2025/02/22
SDII009570,SID0017,MID0005,173,2025/02/23
SDII009571,SID0017,MID0005,173,2025/02/24
SDII009572,SID0017,MID0005,173,2025/02/25
SDII009573,SID0017,MID0005,173,2025/02/26
SDII009574,SID0017,MID0005,173,2025/02/27
SDII009575,SID0017,MID0005,173,2025/02/28
SDII009576,SID0017,MID0005,173,2025/03/01
SDII009577,SID0017,MID0005,173,2025/03/02
SDII009578,SID0017,MID0005,173,2025/03/03
SDII009579,SID0017,MID0005,163,2025/03/04
SDII009580,SID0017,MID0005,159,2025/03/05
SDII009581,SID0017,MID0005,143,2025/03/06
SDII009582,SID0017,MID0005,129,2025/03/07
SDII009583,SID0017,MID0005,111,2025/03/08
SDII009584,SID0017,MID0005,111,2025/03/09
SDII009585,SID0017,MID0005,111,2025/03/10
SDII009586,SID0017,MID0005,111,2025/03/11
SDII009587,SID0017,MID0005,111,2025/03/12
SDII009588,SID0017,MID0005,111,2025/03/13
SDII009589,SID0017,MID0005,111,2025/03/14
SDII009590,SID0017,MID0005,111,2025/03/15
SDII009591,SID0017,MID0005,111,2025/03/16
SDII009592,SID0017,MID0005,111,2025/03/17
SDII009593,SID0017,MID0005,111,2025/03/18
SDII009594,SID0017,MID0005,111,2025/03/19
SDII009595,SID0017,MID0005,111,2025/03/20
SDII009596,SID0017,MID0005,111,2025/03/21
SDII009597,SID0017,MID0005,111,2025/03/22
SDII009598,SID0017,MID0005,111,2025/03/23
SDII009599,SID0017,MID0005,111,2025/03/24
SDII009600,SID0017,MID0005,111,2025/03/25
SDII009601,SID0017,MID0005,111,2025/03/26
SDII009602,SID0017,MID0005,111,2025/03/27
SDII009603,SID0017,MID0005,111,2025/03/28
SDII009604,SID0017,MID0005,111,2025/03/29
SDII009605,SID0017,MID0005,111,2025/03/30
SDII009606,SID0017,MID0005,111,2025/03/31
SDII009607,SID0017,MID0005,111,2025/04/01
SDII009608,SID0017,MID0005,111,2025/04/02
SDII009609,SID0017,MID0005,111,2025/04/03
SDII009610,SID0017,MID0005,111,2025/04/04
SDII009611,SID0017,MID0005,63,2025/04/05
SDII009612,SID0017,MID0005,63,2025/04/06
SDII009613,SID0017,MID0005,63,2025/04/07
SDII009614,SID0017,MID0005,59,2025/04/08
SDII009615,SID0017,MID0005,41,2025/04/09
SDII009616,SID0017,MID0005,41,2025/04/10
SDII009617,SID0017,MID0005,41,2025/04/11
SDII009618,SID0017,MID0005,41,2025/04/12
SDII009619,SID0017,MID0005,41,2025/04/13
SDII009620,SID0017,MID0005,41,2025/04/14
SDII009621,SID0017,MID0005,41,2025/04/15
SDII009622,SID0017,MID0005,41,2025/04/16
SDII009623,SID0017,MID0005,41,2025/04/17
SDII009624,SID0017,MID0005,41,2025/04/18
SDII009625,SID0017,MID0005,41,2025/04/19
SDII009626,SID0017,MID0005,41,2025/04/20
SDII009627,SID0017,MID0005,78,2025/04/21
SDII009628,SID0017,MID0005,78,2025/04/22
SDII009629,SID0017,MID0005,78,2025/04/23
SDII009630,SID0017,MID0005,97,2025/04/24
SDII009631,SID0017,MID0005,97,2025/04/25
SDII009632,SID0017,MID0005,97,2025/04/26
SDII009633,SID0017,MID0005,97,2025/04/27
SDII009634,SID0017,MID0005,97,2025/04/28
SDII009635,SID0017,MID0005,97,2025/04/29
SDII009636,SID0017,MID0005,97,2025/04/30
SDII009637,SID0017,MID0005,97,2025/05/01
SDII009638,SID0017,MID0005,97,2025/05/02
SDII009639,SID0017,MID0005,97,2025/05/03
SDII009640,SID0017,MID0005,97,2025/05/04
SDII009641,SID0017,MID0005,97,2025/05/05
SDII009642,SID0017,MID0005,97,2025/05/06
SDII009643,SID0017,MID0005,97,2025/05/07
SDII009644,SID0017,MID0005,97,2025/05/08
SDII009645,SID0017,MID0005,97,2025/05/09
SDII009646,SID0017,MID0005,80,2025/05/10
SDII009647,SID0017,MID0005,80,2025/05/11
SDII009648,SID0017,MID0005,80,2025/05/12
SDII009649,SID0017,MID0005,53,2025/05/13
SDII009650,SID0017,MID0005,48,2025/05/14
SDII009651,SID0017,MID0005,21,2025/05/15
SDII009652,SID0017,MID0005,18,2025/05/16
SDII009653,SID0017,MID0005,18,2025/05/17
SDII009654,SID0017,MID0005,18,2025/05/18
SDII009655,SID0017,MID0005,18,2025/05/19
SDII009656,SID0017,MID0005,55,2025/05/20
SDII009657,SID0017,MID0005,55,2025/05/21
SDII009658,SID0017,MID0005,92,2025/05/22
SDII009659,SID0017,MID0005,92,2025/05/23
SDII009660,SID0017,MID0005,92,2025/05/24
SDII009661,SID0017,MID0005,92,2025/05/25
SDII009662,SID0017,MID0005,92,2025/05/26
SDII009663,SID0017,MID0005,92,2025/05/27
SDII009664,SID0017,MID0005,92,2025/05/28
SDII009665,SID0017,MID0005,92,2025/05/29
SDII009666,SID0017,MID0005,92,2025/05/30
SDII009667,SID0017,MID0005,92,2025/05/31
SDII009668,SID0017,MID0005,92,2025/06/01
SDII009669,SID0017,MID0005,92,2025/06/02
SDII009670,SID0017,MID0005,92,2025/06/03
SDII009671,SID0017,MID0005,92,2025/06/04
SDII009672,SID0017,MID0005,92,2025/06/05
SDII009673,SID0017,MID0005,92,2025/06/06
SDII009674,SID0017,MID0005,92,2025/06/07
SDII009675,SID0017,MID0005,92,2025/06/08
SDII009676,SID0017,MID0005,92,2025/06/09
SDII009677,SID0017,MID0005,87,2025/06/10
SDII009678,SID0017,MID0005,67,2025/06/11
SDII009679,SID0017,MID0005,61,2025/06/12
SDII009680,SID0017,MID0005,57,2025/06/13
SDII009681,SID0017,MID0005,42,2025/06/14
SDII009682,SID0017,MID0005,42,2025/06/15
SDII009683,SID0017,MID0005,42,2025/06/16
SDII009684,SID0017,MID0005,28,2025/06/17
SDII009685,SID0017,MID0005,28,2025/06/18
SDII009686,SID0017,MID0005,28,2025/06/19
SDII009687,SID0017,MID0005,28,2025/06/20
SDII009688,SID0017,MID0005,28,2025/06/21
SDII009689,SID0017,MID0005,28,2025/06/22
SDII009690,SID0017,MID0005,28,2025/06/23
SDII009691,SID0017,MID0005,28,2025/06/24
SDII009692,SID0017,MID0005,28,2025/06/25
SDII009693,SID0017,MID0005,28,2025/06/26
SDII009694,SID0017,MID0005,28,2025/06/27
SDII009695,SID0017,MID0005,28,2025/06/28
SDII009696,SID0017,MID0005,28,2025/06/29
SDII009697,SID0017,MID0005,28,2025/06/30
SDII009698,SID0017,MID0005,28,2025/07/01
SDII009699,SID0017,MID0005,28,2025/07/02
SDII009700,SID0017,MID0005,28,2025/07/03
SDII009701,SID0017,MID0005,28,2025/07/04
SDII009702,SID0017,MID0005,28,2025/07/05
SDII009703,SID0017,MID0005,65,2025/07/06
SDII009704,SID0017,MID0005,65,2025/07/07
SDII009705,SID0017,MID0005,65,2025/07/08
SDII009706,SID0017,MID0005,65,2025/07/09
SDII009707,SID0017,MID0005,65,2025/07/10
SDII009708,SID0017,MID0005,65,2025/07/11
SDII009709,SID0017,MID0005,65,2025/07/12
SDII009710,SID0017,MID0005,65,2025/07/13
SDII009711,SID0017,MID0005,65,2025/07/14
SDII009712,SID0017,MID0005,65,2025/07/15
SDII009713,SID0017,MID0005,65,2025/07/16
SDII009714,SID0017,MID0005,65,2025/07/17
SDII009715,SID0017,MID0005,120,2025/07/18
SDII009716,SID0017,MID0005,120,2025/07/19
SDII009717,SID0017,MID0005,120,2025/07/20
SDII009718,SID0017,MID0005,120,2025/07/21
SDII009719,SID0017,MID0005,120,2025/07/22
SDII009720,SID0017,MID0005,120,2025/07/23
SDII009721,SID0017,MID0005,120,2025/07/24
SDII009722,SID0017,MID0005,120,2025/07/25
SDII009723,SID0017,MID0005,120,2025/07/26
SDII009724,SID0017,MID0005,120,2025/07/27
SDII009725,SID0017,MID0005,120,2025/07/28
SDII009726,SID0017,MID0005,120,2025/07/29
SDII009727,SID0017,MID0005,89,2025/07/30
SDII009728,SID0017,MID0005,64,2025/07/31
SDII009729,SID0017,MID0005,44,2025/08/01
SDII009730,SID0017,MID0005,44,2025/08/02
SDII009731,SID0017,MID0005,44,2025/08/03
SDII009732,SID0017,MID0005,44,2025/08/04
SDII009733,SID0017,MID0005,44,2025/08/05
SDII009734,SID0017,MID0005,44,2025/08/06
SDII009735,SID0017,MID0005,44,2025/08/07
SDII009736,SID0017,MID0005,37,2025/08/08
SDII009737,SID0017,MID0005,73,2025/08/09
SDII009738,SID0017,MID0005,73,2025/08/10
SDII009739,SID0017,MID0005,73,2025/08/11
SDII009740,SID0017,MID0005,65,2025/08/12
SDII009741,SID0017,MID0005,47,2025/08/13
SDII009742,SID0017,MID0005,33,2025/08/14
SDII009743,SID0017,MID0005,33,2025/08/15
SDII009744,SID0017,MID0005,33,2025/08/16
SDII009745,SID0017,MID0005,33,2025/08/17
SDII009746,SID0017,MID0005,33,2025/08/18
SDII009747,SID0017,MID0005,33,2025/08/19
SDII009748,SID0017,MID0005,33,2025/08/20
SDII009749,SID0017,MID0005,33,2025/08/21
SDII009750,SID0017,MID0005,33,2025/08/22
SDII009751,SID0017,MID0005,106,2025/08/23
SDII009752,SID0017,MID0005,106,2025/08/24
SDII009753,SID0017,MID0005,106,2025/08/25
SDII009754,SID0017,MID0005,106,2025/08/26
SDII009755,SID0017,MID0005,106,2025/08/27
SDII009756,SID0017,MID0005,106,2025/08/28
SDII009757,SID0017,MID0005,106,2025/08/29
SDII009758,SID0017,MID0005,106,2025/08/30
SDII009759,SID0017,MID0005,106,2025/08/31
SDII009760,SID0017,MID0005,106,2025/09/01
SDII009761,SID0017,MID0005,106,2025/09/02
SDII009762,SID0017,MID0005,106,2025/09/03
SDII009763,SID0017,MID0005,106,2025/09/04
SDII009764,SID0017,MID0005,106,2025/09/05
SDII009765,SID0017,MID0005,106,2025/09/06
SDII009766,SID0017,MID0005,106,2025/09/07
SDII009767,SID0017,MID0005,106,2025/09/08
SDII009768,SID0017,MID0005,106,2025/09/09
SDII009769,SID0017,MID0005,84,2025/09/10
SDII009770,SID0017,MID0005,42,2025/09/11
SDII009771,SID0017,MID0005,42,2025/09/12
SDII009772,SID0017,MID0005,42,2025/09/13
SDII009773,SID0017,MID0005,42,2025/09/14
SDII009774,SID0017,MID0005,42,2025/09/15
SDII009775,SID0017,MID0005,115,2025/09/16
SDII009776,SID0017,MID0005,115,2025/09/17
SDII009777,SID0017,MID0005,115,2025/09/18
SDII009778,SID0017,MID0005,115,2025/09/19
SDII009779,SID0017,MID0005,115,2025/09/20
SDII009780,SID0017,MID0005,115,2025/09/21
SDII009781,SID0017,MID0005,115,2025/09/22
SDII009782,SID0017,MID0005,115,2025/09/23
SDII009783,SID0017,MID0005,115,2025/09/24
SDII009784,SID0017,MID0005,115,2025/09/25
SDII009785,SID0017,MID0005,115,2025/09/26
SDII009786,SID0017,MID0005,115,2025/09/27
SDII009787,SID0017,MID0005,115,2025/09/28
SDII009788,SID0017,MID0005,115,2025/09/29
SDII009789,SID0017,MID0005,115,2025/09/30
SDII009790,SID0017,MID0005,115,2025/10/01
SDII009791,SID0017,MID0005,115,2025/10/02
SDII009792,SID0017,MID0005,115,2025/10/03
SDII009793,SID0017,MID0005,115,2025/10/04
SDII009794,SID0017,MID0005,115,2025/10/05
SDII009795,SID0017,MID0005,115,2025/10/06
SDII009796,SID0017,MID0005,115,2025/10/07
SDII009797,SID0017,MID0005,81,2025/10/08
SDII009798,SID0017,MID0005,61,2025/10/09
SDII009799,SID0017,MID0005,61,2025/10/10
SDII009800,SID0017,MID0005,61,2025/10/11
SDII009801,SID0017,MID0005,61,2025/10/12
SDII009802,SID0017,MID0005,61,2025/10/13
SDII009803,SID0017,MID0005,61,2025/10/14
SDII009804,SID0017,MID0005,61,2025/10/15
SDII009805,SID0017,MID0005,61,2025/10/16
SDII009806,SID0017,MID0005,61,2025/10/17
SDII009807,SID0017,MID0005,61,2025/10/18
SDII009808,SID0017,MID0005,61,2025/10/19
SDII009809,SID0017,MID0005,61,2025/10/20
SDII009810,SID0017,MID0005,61,2025/10/21
SDII009811,SID0017,MID0005,61,2025/10/22
SDII009812,SID0017,MID0005,61,2025/10/23
SDII009813,SID0017,MID0005,61,2025/10/24
SDII009814,SID0017,MID0005,61,2025/10/25
SDII009815,SID0017,MID0005,61,2025/10/26
SDII009816,SID0017,MID0005,61,2025/10/27
SDII009817,SID0017,MID0005,61,2025/10/28
SDII009818,SID0017,MID0005,61,2025/10/29
SDII009819,SID0017,MID0005,61,2025/10/30
SDII009820,SID0017,MID0005,61,2025/10/31
SDII009821,SID0017,MID0005,61,2025/11/01
SDII009822,SID0017,MID0005,61,2025/11/02
SDII009823,SID0017,MID0005,61,2025/11/03
SDII009824,SID0017,MID0005,61,2025/11/04
SDII009825,SID0017,MID0005,61,2025/11/05
SDII009826,SID0017,MID0005,61,2025/11/06
SDII009827,SID0017,MID0005,61,2025/11/07
SDII009828,SID0017,MID0005,61,2025/11/08
SDII009829,SID0017,MID0005,61,2025/11/09
SDII009830,SID0017,MID0005,61,2025/11/10
SDII009831,SID0017,MID0005,61,2025/11/11
SDII009832,SID0017,MID0005,61,2025/11/12
SDII009833,SID0017,MID0005,61,2025/11/13
SDII009834,SID0017,MID0005,61,2025/11/14
SDII009835,SID0017,MID0005,61,2025/11/15
SDII009836,SID0017,MID0005,61,2025/11/16
SDII009837,SID0017,MID0005,61,2025/11/17
SDII009838,SID0017,MID0005,61,2025/11/18
SDII009839,SID0017,MID0005,61,2025/11/19
SDII009840,SID0017,MID0005,61,2025/11/20
SDII009841,SID0017,MID0005,61,2025/11/21
SDII009842,SID0017,MID0005,51,2025/11/22
SDII009843,SID0017,MID0005,51,2025/11/23
SDII009844,SID0017,MID0005,51,2025/11/24
SDII009845,SID0017,MID0005,44,2025/11/25
SDII009846,SID0017,MID0005,35,2025/11/26
SDII009847,SID0017,MID0005,20,2025/11/27
SDII009848,SID0017,MID0005,10,2025/11/28
SDII009849,SID0017,MID0005,10,2025/11/29
SDII009850,SID0017,MID0005,10,2025/11/30
SDII009851,SID0017,MID0005,10,2025/12/01
SDII009852,SID0017,MID0005,10,2025/12/02
SDII009853,SID0017,MID0005,10,2025/12/03
SDII009854,SID0017,MID0005,10,2025/12/04
SDII009855,SID0017,MID0005,10,2025/12/05
SDII009856,SID0017,MID0005,47,2025/12/06
SDII009857,SID0017,MID0005,47,2025/12/07
SDII009858,SID0017,MID0005,47,2025/12/08
SDII009859,SID0017,MID0005,47,2025/12/09
SDII009860,SID0017,MID0005,47,2025/12/10
SDII009861,SID0017,MID0005,47,2025/12/11
SDII009862,SID0017,MID0005,47,2025/12/12
SDII009863,SID0017,MID0005,47,2025/12/13
SDII009864,SID0017,MID0005,47,2025/12/14
SDII009865,SID0017,MID0005,102,2025/12/15
SDII009866,SID0017,MID0005,102,2025/12/16
SDII009867,SID0017,MID0005,102,2025/12/17
SDII009868,SID0017,MID0005,102,2025/12/18
SDII009869,SID0017,MID0005,102,2025/12/19
SDII009870,SID0017,MID0005,102,2025/12/20
SDII009871,SID0017,MID0005,102,2025/12/21
SDII009872,SID0017,MID0005,102,2025/12/22
SDII009873,SID0017,MID0005,102,2025/12/23
SDII009874,SID0017,MID0005,102,2025/12/24
SDII009875,SID0017,MID0005,157,2025/12/25
SDII009876,SID0017,MID0005,157,2025/12/26
SDII009877,SID0017,MID0005,129,2025/12/27
SDII009878,SID0017,MID0005,129,2025/12/28
SDII009879,SID0017,MID0005,129,2025/12/29
SDII009880,SID0017,MID0005,97,2025/12/30
SDII009881,SID0017,MID0005,97,2025/12/31
SDII009882,SID0017,MID0005,170,2026/01/01
SDII009883,SID0017,MID0018,41,2025/01/01
SDII009884,SID0017,MID0018,41,2025/01/02
SDII009885,SID0017,MID0018,41,2025/01/03
SDII009886,SID0017,MID0018,35,2025/01/04
SDII009887,SID0017,MID0018,35,2025/01/05
SDII009888,SID0017,MID0018,35,2025/01/06
SDII009889,SID0017,MID0018,28,2025/01/07
SDII009890,SID0017,MID0018,26,2025/01/08
SDII009891,SID0017,MID0018,21,2025/01/09
SDII009892,SID0017,MID0018,10,2025/01/10
SDII009893,SID0017,MID0018,0,2025/01/11
SDII009894,SID0017,MID0018,0,2025/01/12
SDII009895,SID0017,MID0018,0,2025/01/13
SDII009896,SID0017,MID0018,0,2025/01/14
SDII009897,SID0017,MID0018,0,2025/01/15
SDII009898,SID0017,MID0018,0,2025/01/16
SDII009899,SID0017,MID0018,0,2025/01/17
SDII009900,SID0017,MID0018,0,2025/01/18
SDII009901,SID0017,MID0018,0,2025/01/19
SDII009902,SID0017,MID0018,0,2025/01/20
SDII009903,SID0017,MID0018,0,2025/01/21
