Order_ID,Purchasing_Supplier_ID,Purchased_Material_ID,Supplying_Supplier_ID,Theoretical_Capacity,Purchase_Quantity,Material_Unit_Price,Order_Amount,Order_Create_Date,Order_Delivery_Date,Promised_Delivery_Date,Defective_Quantity,Incoming_Total_Qty,Material_Inspection_Indicator,Actual_Settlement_Amount,Is_Qualified_Supplier,Is_Returned,Is_Delayed,Delayed_Delivery_Cost
OID0354,SID0011,MID0025,SID0010,1659,90,2.94,264.6,2025/05/09,2025/05/19,2025/05/15,9,82,444.8662,241.08,0,1,1,4.12
OID0355,SID0019,MID0010,SID0012,743,392,16.43,6440.56,2025/05/09,2025/05/24,2025/05/23,0,396,258.7055,6506.28,1,0,1,5.75
OID0356,SID0021,MID0004,SID0010,1460,175,2.05,358.75,2025/05/12,2025/05/17,2025/05/19,0,177,394.4358,362.85,0,0,0,0
OID0357,SID0017,MID0005,SID0011,878,36,220.84,7950.24,2025/05/12,2025/05/19,2025/05/19,0,37,157.7472,8171.08,1,0,0,0
OID0358,SID0007,MID0017,SID0012,1001,888,7.18,6375.84,2025/05/12,2025/05/20,2025/05/19,0,897,199.0798,6440.46,0,0,1,2.51
OID0359,SID0018,MID0007,SID0003,856,75,13.65,1023.75,2025/05/12,2025/05/22,2025/05/23,0,76,269.8818,1037.4,1,0,0,0
OID0360,SID0007,MID0020,SID0014,1029,936,5.86,5484.96,2025/05/12,2025/05/24,2025/05/21,102,844,338.4793,4945.84,1,1,1,6.15
OID0361,SID0018,MID0007,SID0010,1255,75,13.71,1028.25,2025/05/12,2025/05/26,2025/05/23,0,76,312.6572,1041.96,1,0,1,14.4
OID0362,SID0021,MID0005,SID0004,864,54,219.95,11877.3,2025/05/12,2025/05/28,2025/05/26,0,55,179.795,12097.25,1,0,1,153.97
OID0363,SID0021,MID0005,SID0015,550,162,221.11,35819.82,2025/05/12,2025/05/30,2025/05/26,0,164,293.1601,36262.04,1,0,1,309.55
OID0364,SID0004,MID0007,SID0003,907,520,13.69,7118.8,2025/05/13,2025/05/29,2025/05/28,0,526,159.2317,7200.94,1,0,1,4.79
OID0365,SID0008,MID0024,SID0019,438,108,911.18,98407.44,2025/05/13,2025/05/29,2025/05/26,0,110,17.3344,100229.8,0,0,1,956.74
OID0366,SID0004,MID0020,SID0014,658,80,5.83,466.4,2025/05/14,2025/05/21,2025/05/20,0,81,367.8764,472.23,1,0,1,2.04
OID0367,SID0017,MID0005,SID0011,672,36,220.75,7947.0,2025/05/14,2025/05/21,2025/05/21,0,37,308.6848,8167.75,0,0,0,0
OID0368,SID0006,MID0010,SID0005,1207,170,15.55,2643.5,2025/05/14,2025/05/22,2025/05/19,0,172,199.829,2674.6,0,0,1,16.33
OID0369,SID0002,MID0025,SID0010,1150,180,3.07,552.6,2025/05/14,2025/05/29,2025/05/26,0,182,420.8535,558.74,1,0,1,3.22
OID0370,SID0013,MID0016,SID0012,742,180,13.6,2448.0,2025/05/14,2025/05/29,2025/05/26,0,182,259.6745,2475.2,1,0,1,14.28
OID0371,SID0013,MID0016,SID0009,1431,180,13.58,2444.4,2025/05/14,2025/05/30,2025/05/26,0,182,259.36,2471.56,0,0,1,19.01
OID0372,SID0021,MID0001,SID0001,828,490,5.12,2508.8,2025/05/14,2025/06/05,2025/06/02,0,495,425.5762,2534.4,1,0,1,5.38
OID0373,SID0008,MID0012,SID0020,495,35,1171.17,40990.95,2025/05/15,2025/06/01,2025/06/02,0,36,488.1034,42162.12,1,0,0,0
OID0374,SID0011,MID0025,SID0010,1156,90,2.92,262.8,2025/05/19,2025/05/26,2025/05/26,0,91,417.611,265.72,0,0,0,0
OID0375,SID0011,MID0007,SID0014,819,352,14.33,5044.16,2025/05/19,2025/05/27,2025/05/27,27,329,186.3297,4714.57,0,1,0,0
OID0376,SID0020,MID0003,SID0011,661,96,79.42,7624.32,2025/05/19,2025/06/02,2025/06/02,5,92,307.7874,7306.64,1,1,0,0
OID0377,SID0020,MID0003,SID0015,639,72,79.8,5745.6,2025/05/19,2025/06/03,2025/06/02,0,73,308.6618,5825.4,1,0,1,27.93
OID0378,SID0018,MID0020,SID0014,1316,1200,5.88,7056.0,2025/05/19,2025/06/09,2025/06/05,0,1212,424.0999,7126.56,1,0,1,8.23
OID0379,SID0013,MID0020,SID0014,768,360,6.15,2214.0,2025/05/20,2025/05/28,2025/05/26,0,364,393.2744,2238.6,1,0,1,4.31
OID0380,SID0011,MID0001,SID0001,866,216,4.89,1056.24,2025/05/20,2025/05/30,2025/05/26,0,219,415.0548,1070.91,1,0,1,6.85
OID0381,SID0008,MID0022,SID0021,264,40,895.58,35823.2,2025/05/20,2025/06/01,2025/06/02,0,41,393.7953,36718.78,1,0,0,0
OID0382,SID0008,MID0022,SID0017,792,20,901.96,18039.2,2025/05/20,2025/06/06,2025/06/02,0,21,394.4694,18941.16,1,0,1,1262.74
OID0383,SID0019,MID0016,SID0021,541,504,14.34,7227.36,2025/05/20,2025/06/08,2025/06/09,0,510,104.0963,7313.4,1,0,0,0
OID0384,SID0021,MID0004,SID0010,1451,175,2.06,360.5,2025/05/21,2025/05/24,2025/05/26,0,177,418.592,364.62,1,0,0,0
OID0385,SID0011,MID0025,SID0010,1580,180,2.91,523.8,2025/05/21,2025/05/28,2025/05/27,0,182,436.6139,529.62,1,0,1,1.02
OID0386,SID0006,MID0020,SID0014,950,930,6.13,5700.9,2025/05/21,2025/06/03,2025/06/02,0,940,397.4663,5762.2,1,0,1,2.15
OID0387,SID0018,MID0008,SID0016,699,72,16.32,1175.04,2025/05/21,2025/06/03,2025/05/30,0,73,447.1023,1191.36,1,0,1,22.85
OID0388,SID0018,MID0021,SID0011,655,189,202.01,38179.89,2025/05/21,2025/06/13,2025/06/10,0,191,429.1993,38583.91,1,0,1,212.11
OID0389,SID0011,MID0020,SID0010,1290,804,6.12,4920.48,2025/05/22,2025/05/28,2025/05/29,0,813,418.8596,4975.56,1,0,0,0
OID0390,SID0006,MID0010,SID0005,1130,170,16.33,2776.1,2025/05/22,2025/05/31,2025/05/27,0,172,343.9265,2808.76,0,0,1,22.86
OID0391,SID0002,MID0001,SID0001,1011,220,5.14,1130.8,2025/05/22,2025/06/05,2025/06/02,0,223,422.8848,1146.22,1,0,1,5.4
OID0392,SID0019,MID0015,SID0007,1221,60,138.74,8324.4,2025/05/23,2025/05/28,2025/05/29,0,61,454.4639,8463.14,1,0,0,0
OID0393,SID0018,MID0007,SID0010,1187,150,14.34,2151.0,2025/05/23,2025/06/04,2025/06/03,7,145,156.4648,2079.3,1,1,1,5.02
OID0394,SID0019,MID0013,SID0018,449,140,74.9,10486.0,2025/05/23,2025/06/04,2025/06/02,0,142,357.7888,10635.8,0,0,1,52.43
OID0395,SID0018,MID0007,SID0003,1133,75,14.29,1071.75,2025/05/23,2025/06/06,2025/06/03,3,73,187.2339,1043.17,1,1,1,15.0
OID0396,SID0007,MID0020,SID0014,1076,936,6.15,5756.4,2025/05/25,2025/06/06,2025/06/03,0,946,376.5786,5817.9,0,0,1,6.46
OID0397,SID0008,MID0023,SID0018,437,36,1340.38,48253.68,2025/05/25,2025/06/09,2025/06/09,4,33,113.989,44232.54,1,1,0,0
OID0398,SID0004,MID0020,SID0014,778,160,5.86,937.6,2025/05/26,2025/06/02,2025/06/02,0,162,363.9218,949.32,1,0,0,0
OID0399,SID0007,MID0017,SID0012,940,888,6.86,6091.68,2025/05/26,2025/06/02,2025/06/02,32,865,199.8349,5933.9,1,1,0,0
OID0400,SID0021,MID0018,SID0013,828,60,135.55,8133.0,2025/05/26,2025/06/09,2025/06/05,0,61,317.408,8268.55,1,0,1,189.77
OID0401,SID0017,MID0001,SID0001,869,135,4.86,656.1,2025/05/26,2025/06/14,2025/06/10,0,137,423.886,665.82,1,0,1,6.8
OID0402,SID0021,MID0004,SID0010,1565,175,1.96,343.0,2025/05/27,2025/06/03,2025/06/02,7,170,417.2321,333.2,1,1,1,0.69
OID0403,SID0020,MID0014,SID0006,918,144,204.01,29377.44,2025/05/27,2025/06/16,2025/06/16,0,146,280.3422,29785.46,0,0,0,0
OID0404,SID0013,MID0020,SID0014,674,360,6.15,2214.0,2025/05/28,2025/06/02,2025/06/02,0,364,368.7634,2238.6,1,0,0,0
OID0405,SID0015,MID0020,SID0014,1336,1240,5.84,7241.6,2025/05/28,2025/06/16,2025/06/16,0,1253,420.295,7317.52,1,0,0,0
OID0406,SID0015,MID0007,SID0003,2343,2268,14.3,32432.4,2025/05/28,2025/06/20,2025/06/17,0,2291,260.1846,32761.3,0,0,1,15.02
OID0407,SID0006,MID0010,SID0005,1264,170,15.54,2641.8,2025/05/29,2025/06/05,2025/06/03,0,172,308.4486,2672.88,1,0,1,10.88
OID0408,SID0013,MID0016,SID0009,1501,180,13.61,2449.8,2025/05/29,2025/06/08,2025/06/09,0,182,177.0386,2477.02,1,0,0,0
OID0409,SID0013,MID0016,SID0012,663,180,14.41,2593.8,2025/05/29,2025/06/09,2025/06/09,0,182,66.3412,2622.62,1,0,0,0
OID0410,SID0002,MID0025,SID0010,1418,180,2.93,527.4,2025/05/29,2025/06/12,2025/06/09,0,182,453.5363,533.26,0,0,1,3.08
OID0411,SID0019,MID0010,SID0012,656,294,15.65,4601.1,2025/05/29,2025/06/15,2025/06/12,0,297,298.907,4648.05,1,0,1,16.43
OID0412,SID0011,MID0007,SID0014,681,352,13.59,4783.68,2025/06/02,2025/06/08,2025/06/10,0,356,244.559,4838.04,1,0,0,0
OID0413,SID0020,MID0017,SID0009,1469,252,7.2,1814.4,2025/06/02,2025/06/21,2025/06/18,14,241,208.5276,1735.2,0,1,1,7.56
OID0414,SID0021,MID0001,SID0001,977,490,4.88,2391.2,2025/06/02,2025/06/24,2025/06/23,0,495,414.512,2415.6,1,0,1,1.71
OID0415,SID0018,MID0008,SID0016,703,144,16.35,2354.4,2025/06/03,2025/06/12,2025/06/12,0,146,446.8146,2387.1,1,0,0,0
OID0416,SID0004,MID0020,SID0014,686,80,5.88,470.4,2025/06/04,2025/06/10,2025/06/10,0,81,398.6817,476.28,1,0,0,0
OID0417,SID0021,MID0004,SID0010,1350,350,1.96,686.0,2025/06/04,2025/06/11,2025/06/09,30,324,449.6722,635.04,1,1,1,1.37
OID0418,SID0008,MID0022,SID0017,741,20,942.8,18856.0,2025/06/04,2025/06/15,2025/06/17,0,21,394.1877,19798.8,1,0,0,0
OID0419,SID0011,MID0008,SID0012,1026,912,16.38,14938.56,2025/06/04,2025/06/15,2025/06/17,32,890,447.0514,14578.2,1,1,0,0
OID0420,SID0008,MID0022,SID0021,237,60,948.79,56927.4,2025/06/04,2025/06/16,2025/06/17,0,61,393.9263,57876.19,1,0,0,0
OID0421,SID0011,MID0001,SID0001,1057,108,4.87,525.96,2025/06/05,2025/06/09,2025/06/11,0,110,444.3085,535.7,1,0,0,0
OID0422,SID0019,MID0015,SID0007,926,120,138.46,16615.2,2025/06/05,2025/06/10,2025/06/11,0,122,472.7918,16892.12,1,0,0,0
OID0423,SID0011,MID0020,SID0010,1341,804,5.84,4695.36,2025/06/05,2025/06/12,2025/06/12,0,813,344.2764,4747.92,1,0,0,0
OID0424,SID0007,MID0020,SID0014,995,936,5.83,5456.88,2025/06/05,2025/06/16,2025/06/16,0,946,415.6161,5515.18,1,0,0,0
OID0425,SID0008,MID0024,SID0019,559,108,962.87,103989.96,2025/06/05,2025/06/20,2025/06/17,0,110,53.9407,105915.7,1,0,1,1011.01
OID0426,SID0018,MID0004,SID0014,1698,1512,1.95,2948.4,2025/06/05,2025/06/24,2025/06/25,0,1528,435.3275,2979.6,0,0,0,0
OID0427,SID0018,MID0020,SID0014,1467,1400,5.83,8162.0,2025/06/06,2025/06/24,2025/06/23,82,1332,423.9362,7765.56,1,1,1,2.04
OID0428,SID0020,MID0011,SID0011,737,80,96.59,7727.2,2025/06/06,2025/06/28,2025/06/25,0,81,377.5932,7823.79,1,0,1,101.42
OID0429,SID0018,MID0007,SID0003,1002,75,14.28,1071.0,2025/06/08,2025/06/17,2025/06/19,0,76,366.8975,1085.28,1,0,0,0
OID0430,SID0018,MID0007,SID0010,1232,150,13.59,2038.5,2025/06/08,2025/06/21,2025/06/19,0,152,292.3708,2065.68,1,0,1,9.51
OID0431,SID0006,MID0010,SID0005,1207,170,15.58,2648.6,2025/06/09,2025/06/20,2025/06/16,10,162,245.5826,2523.96,1,1,1,21.81
OID0432,SID0002,MID0020,SID0010,1217,132,6.17,814.44,2025/06/09,2025/06/21,2025/06/23,7,127,396.6527,783.59,1,1,0,0
OID0433,SID0007,MID0017,SID0012,1021,888,6.84,6073.92,2025/06/10,2025/06/15,2025/06/16,0,897,214.1685,6135.48,1,0,0,0
OID0434,SID0002,MID0001,SID0001,855,220,5.12,1126.4,2025/06/10,2025/06/21,2025/06/23,0,223,425.7118,1141.76,1,0,0,0
OID0435,SID0004,MID0007,SID0003,838,520,13.66,7103.2,2025/06/10,2025/06/26,2025/06/25,0,526,169.0269,7185.16,1,0,1,4.78
OID0436,SID0011,MID0025,SID0010,1324,180,3.07,552.6,2025/06/11,2025/06/15,2025/06/17,0,182,409.9833,558.74,1,0,0,0
OID0437,SID0013,MID0020,SID0014,752,360,5.88,2116.8,2025/06/11,2025/06/17,2025/06/16,0,364,395.3297,2140.32,1,0,1,2.06
OID0438,SID0006,MID0020,SID0014,1000,930,5.86,5449.8,2025/06/11,2025/06/26,2025/06/23,0,940,422.1911,5508.4,0,0,1,6.15
OID0439,SID0013,MID0016,SID0009,1164,180,14.29,2572.2,2025/06/12,2025/06/24,2025/06/23,0,182,256.2252,2600.78,1,0,1,5.0
OID0440,SID0013,MID0016,SID0012,661,180,13.66,2458.8,2025/06/12,2025/06/26,2025/06/23,7,175,276.2912,2390.5,1,1,1,14.34
OID0441,SID0019,MID0016,SID0021,526,504,13.65,6879.6,2025/06/12,2025/07/02,2025/06/30,0,510,106.6249,6961.5,1,0,1,9.56
OID0442,SID0011,MID0001,SID0001,829,108,4.89,528.12,2025/06/13,2025/06/20,2025/06/19,0,110,424.8935,537.9,1,0,1,1.71
OID0443,SID0021,MID0005,SID0004,799,54,209.24,11298.96,2025/06/16,2025/06/28,2025/06/30,0,55,214.1249,11508.2,1,0,0,0
OID0444,SID0021,MID0005,SID0015,718,108,219.52,23708.16,2025/06/16,2025/06/30,2025/06/30,0,110,206.4433,24147.2,1,0,0,0
OID0445,SID0015,MID0025,SID0010,1406,144,2.92,420.48,2025/06/16,2025/07/06,2025/07/02,0,146,400.27,426.32,1,0,1,4.09
OID0446,SID0006,MID0010,SID0005,1279,170,15.52,2638.4,2025/06/17,2025/06/22,2025/06/23,0,172,369.1584,2669.44,1,0,0,0
OID0447,SID0011,MID0020,SID0010,1350,804,5.87,4719.48,2025/06/17,2025/06/22,2025/06/24,0,813,376.8316,4772.31,1,0,0,0
OID0448,SID0004,MID0020,SID0014,787,160,6.15,984.0,2025/06/17,2025/06/23,2025/06/23,0,162,372.8243,996.3,0,0,0,0
OID0449,SID0011,MID0007,SID0014,737,352,13.64,4801.28,2025/06/17,2025/06/28,2025/06/25,19,337,169.7784,4596.68,1,1,1,14.32
OID0450,SID0011,MID0008,SID0012,962,912,15.57,14199.84,2025/06/17,2025/06/28,2025/06/30,0,922,441.0431,14355.54,0,0,0,0
OID0451,SID0019,MID0010,SID0012,659,392,16.33,6401.36,2025/06/17,2025/07/04,2025/07/01,37,359,321.0362,5862.47,1,1,1,17.15
OID0452,SID0008,MID0012,SID0020,390,40,1168.76,46750.4,2025/06/17,2025/07/06,2025/07/03,0,41,488.6197,47919.16,0,0,1,1227.2
OID0453,SID0013,MID0020,SID0014,706,360,6.13,2206.8,2025/06/18,2025/06/26,2025/06/23,0,364,392.9555,2231.32,1,0,1,6.44
OID0454,SID0002,MID0025,SID0010,1495,180,3.06,550.8,2025/06/18,2025/06/28,2025/06/30,0,182,447.1392,556.92,1,0,0,0
OID0455,SID0007,MID0020,SID0014,984,936,6.14,5747.04,2025/06/18,2025/06/30,2025/06/27,72,874,380.415,5366.36,0,1,1,6.45
OID0456,SID0021,MID0004,SID0010,1497,350,2.05,717.5,2025/06/19,2025/06/24,2025/06/24,25,329,388.279,674.45,0,1,0,0
OID0457,SID0015,MID0020,SID0014,1305,1240,6.18,7663.2,2025/06/19,2025/07/08,2025/07/08,0,1253,386.0446,7743.54,1,0,0,0
OID0458,SID0019,MID0013,SID0018,511,70,71.26,4988.2,2025/06/20,2025/07/01,2025/06/30,6,65,346.5833,4631.9,1,1,1,24.94
OID0459,SID0021,MID0018,SID0013,737,90,141.87,12768.3,2025/06/22,2025/07/02,2025/07/02,5,86,284.4477,12200.82,1,1,0,0
OID0460,SID0019,MID0015,SID0007,1202,120,131.77,15812.4,2025/06/23,2025/07/03,2025/06/30,0,122,437.5175,16075.94,1,0,1,138.36
OID0461,SID0002,MID0020,SID0010,1176,198,6.17,1221.66,2025/06/23,2025/07/07,2025/07/07,0,200,334.9255,1234.0,1,0,0,0
OID0462,SID0020,MID0017,SID0009,1406,252,6.84,1723.68,2025/06/23,2025/07/11,2025/07/09,0,255,200.757,1744.2,1,0,1,4.79
OID0463,SID0011,MID0025,SID0010,1192,180,3.06,550.8,2025/06/24,2025/06/29,2025/06/30,0,182,413.0487,556.92,1,0,0,0
OID0464,SID0011,MID0001,SID0001,932,108,4.89,528.12,2025/06/24,2025/07/02,2025/06/30,0,110,420.5913,537.9,1,0,1,3.42
OID0465,SID0002,MID0001,SID0001,1131,220,5.15,1133.0,2025/06/24,2025/07/06,2025/07/07,0,223,411.0724,1148.45,1,0,0,0
OID0466,SID0021,MID0005,SID0015,672,216,209.02,45148.32,2025/06/24,2025/07/07,2025/07/08,0,219,309.3509,45775.38,1,0,0,0
OID0467,SID0021,MID0005,SID0004,828,54,220.3,11896.2,2025/06/24,2025/07/10,2025/07/08,0,55,139.2979,12116.5,0,0,1,154.21
OID0468,SID0006,MID0010,SID0005,1177,170,16.47,2799.9,2025/06/25,2025/07/01,2025/06/30,0,172,240.1465,2832.84,1,0,1,5.76
OID0469,SID0007,MID0017,SID0012,654,444,6.8,3019.2,2025/06/25,2025/07/02,2025/07/01,0,449,209.1615,3053.2,1,0,1,2.38
OID0470,SID0013,MID0016,SID0012,728,180,13.71,2467.8,2025/06/25,2025/07/05,2025/07/07,0,182,79.7742,2495.22,1,0,0,0
OID0471,SID0018,MID0007,SID0010,1287,150,14.34,2151.0,2025/06/25,2025/07/05,2025/07/07,0,152,373.9537,2179.68,1,0,0,0
OID0472,SID0018,MID0007,SID0003,822,75,13.6,1020.0,2025/06/25,2025/07/08,2025/07/07,0,76,291.2132,1033.6,0,0,1,4.76
OID0473,SID0013,MID0016,SID0009,1446,180,13.64,2455.2,2025/06/25,2025/07/09,2025/07/07,0,182,213.7636,2482.48,1,0,1,9.55
OID0474,SID0008,MID0023,SID0018,440,36,1349.24,48572.64,2025/06/25,2025/07/13,2025/07/09,0,37,63.4888,49921.88,1,0,1,1888.94
OID0475,SID0008,MID0022,SID0017,766,20,947.1,18942.0,2025/06/27,2025/07/10,2025/07/10,2,19,393.7524,17994.9,1,1,0,0
OID0476,SID0008,MID0022,SID0021,225,80,895.82,71665.6,2025/06/27,2025/07/14,2025/07/10,0,81,393.9882,72561.42,0,0,1,1254.15
OID0477,SID0021,MID0001,SID0001,949,490,5.11,2503.9,2025/06/29,2025/07/17,2025/07/18,0,495,440.5097,2529.45,1,0,0,0
OID0478,SID0017,MID0005,SID0011,714,36,209.64,7547.04,2025/06/30,2025/07/05,2025/07/07,0,37,310.2581,7756.68,1,0,0,0
OID0479,SID0011,MID0020,SID0010,1420,804,5.85,4703.4,2025/06/30,2025/07/06,2025/07/07,0,813,397.6765,4756.05,1,0,0,0
OID0480,SID0004,MID0020,SID0014,756,80,6.14,491.2,2025/06/30,2025/07/07,2025/07/07,0,81,415.777,497.34,0,0,0,0
OID0481,SID0006,MID0020,SID0014,1421,1240,6.14,7613.6,2025/06/30,2025/07/12,2025/07/14,0,1253,339.1047,7693.42,1,0,0,0
OID0482,SID0018,MID0020,SID0014,1320,1200,5.82,6984.0,2025/06/30,2025/07/21,2025/07/17,127,1085,397.6818,6314.7,1,1,1,8.15
OID0483,SID0017,MID0004,SID0014,620,160,1.96,313.6,2025/06/30,2025/07/23,2025/07/21,0,162,453.9876,317.52,1,0,1,1.37
OID0484,SID0021,MID0004,SID0010,1526,350,2.04,714.0,2025/07/01,2025/07/07,2025/07/07,0,354,432.1382,722.16,0,0,0,0
OID0485,SID0011,MID0007,SID0014,882,352,13.64,4801.28,2025/07/01,2025/07/08,2025/07/09,0,356,347.3137,4855.84,1,0,0,0
OID0486,SID0018,MID0004,SID0014,1419,1260,2.06,2595.6,2025/07/01,2025/07/24,2025/07/21,0,1273,374.2652,2622.38,1,0,1,2.16
OID0487,SID0013,MID0020,SID0014,806,360,6.17,2221.2,2025/07/02,2025/07/07,2025/07/07,0,364,338.0848,2245.88,0,0,0,0
OID0488,SID0018,MID0008,SID0016,767,72,16.41,1181.52,2025/07/02,2025/07/12,2025/07/11,0,73,439.4201,1197.93,1,0,1,5.74
OID0489,SID0007,MID0020,SID0014,1000,936,5.85,5475.6,2025/07/02,2025/07/15,2025/07/11,77,869,386.8323,5083.65,1,1,1,8.19
OID0490,SID0004,MID0007,SID0003,1000,520,14.29,7430.8,2025/07/02,2025/07/17,2025/07/17,0,526,320.7749,7516.54,1,0,0,0
OID0491,SID0006,MID0010,SID0005,1257,170,15.53,2640.1,2025/07/03,2025/07/08,2025/07/08,0,172,296.4396,2671.16,1,0,0,0
OID0492,SID0011,MID0001,SID0001,1126,216,4.87,1051.92,2025/07/03,2025/07/12,2025/07/09,0,219,441.8559,1066.53,1,0,1,5.11
OID0493,SID0011,MID0008,SID0012,1211,1140,15.67,17863.8,2025/07/03,2025/07/19,2025/07/16,0,1152,450.1704,18051.84,1,0,1,16.45
OID0494,SID0019,MID0010,SID0012,644,392,16.39,6424.88,2025/07/03,2025/07/21,2025/07/17,0,396,386.116,6490.44,1,0,1,22.95
OID0495,SID0017,MID0001,SID0001,965,135,4.89,660.15,2025/07/04,2025/07/23,2025/07/21,0,137,410.801,669.93,1,0,1,3.42
OID0496,SID0004,MID0020,SID0014,588,80,6.13,490.4,2025/07/07,2025/07/12,2025/07/14,0,81,358.6678,496.53,1,0,0,0
OID0497,SID0019,MID0013,SID0018,577,70,71.0,4970.0,2025/07/07,2025/07/19,2025/07/15,0,71,384.2077,5041.0,1,0,1,99.4
OID0498,SID0015,MID0025,SID0010,1272,180,3.08,554.4,2025/07/07,2025/07/25,2025/07/23,0,182,460.0549,560.56,1,0,1,2.16
OID0499,SID0008,MID0012,SID0020,511,55,1113.09,61219.95,2025/07/07,2025/07/26,2025/07/23,0,56,486.8524,62333.04,1,0,1,1168.74
OID0500,SID0017,MID0018,SID0013,649,60,141.93,8515.8,2025/07/07,2025/07/29,2025/07/28,0,61,353.7381,8657.73,1,0,1,49.68
OID0501,SID0018,MID0021,SID0011,796,189,200.6,37913.4,2025/07/07,2025/07/29,2025/07/28,0,191,439.5468,38314.6,1,0,1,70.21
OID0502,SID0011,MID0025,SID0010,1187,90,3.06,275.4,2025/07/08,2025/07/12,2025/07/14,0,91,407.6299,278.46,1,0,0,0
OID0503,SID0002,MID0020,SID0010,1599,198,5.85,1158.3,2025/07/08,2025/07/19,2025/07/21,20,180,401.521,1053.0,1,1,0,0
OID0504,SID0002,MID0025,SID0010,1362,180,3.08,554.4,2025/07/08,2025/07/21,2025/07/21,0,182,428.0816,560.56,1,0,0,0
OID0505,SID0020,MID0014,SID0006,798,192,203.8,39129.6,2025/07/08,2025/07/27,2025/07/28,0,194,371.25,39537.2,1,0,0,0
OID0506,SID0015,MID0007,SID0003,1560,1512,13.67,20669.04,2025/07/08,2025/07/29,2025/07/28,67,1461,427.5088,19971.87,0,1,1,4.78
OID0507,SID0007,MID0017,SID0012,969,888,7.15,6349.2,2025/07/09,2025/07/15,2025/07/15,0,897,199.6014,6413.55,1,0,0,0
OID0508,SID0011,MID0020,SID0010,1325,804,6.16,4952.64,2025/07/09,2025/07/18,2025/07/16,0,813,369.3149,5008.08,1,0,1,4.31
OID0509,SID0013,MID0016,SID0012,666,180,13.68,2462.4,2025/07/09,2025/07/21,2025/07/21,0,182,228.2524,2489.76,1,0,0,0
OID0510,SID0013,MID0016,SID0009,1187,180,14.28,2570.4,2025/07/09,2025/07/23,2025/07/21,0,182,106.4811,2598.96,1,0,1,10.0
OID0511,SID0011,MID0007,SID0014,647,352,14.41,5072.32,2025/07/10,2025/07/17,2025/07/18,0,356,360.3685,5129.96,1,0,0,0
OID0512,SID0017,MID0005,SID0011,893,54,208.5,11259.0,2025/07/10,2025/07/17,2025/07/17,0,55,275.3064,11467.5,0,0,0,0
OID0513,SID0019,MID0013,SID0018,465,70,71.35,4994.5,2025/07/10,2025/07/17,2025/07/18,0,71,408.3999,5065.85,1,0,0,0
OID0514,SID0019,MID0015,SID0007,1256,120,132.16,15859.2,2025/07/10,2025/07/19,2025/07/16,0,122,446.3723,16123.52,1,0,1,138.77
OID0515,SID0021,MID0018,SID0013,631,90,135.32,12178.8,2025/07/10,2025/07/25,2025/07/21,0,91,291.3382,12314.12,0,0,1,189.45
OID0516,SID0013,MID0020,SID0014,835,360,5.83,2098.8,2025/07/11,2025/07/16,2025/07/16,20,344,403.206,2005.52,1,1,0,0
OID0517,SID0018,MID0007,SID0003,935,75,13.72,1029.0,2025/07/13,2025/07/27,2025/07/24,0,76,436.7066,1042.72,1,0,1,14.41
OID0518,SID0018,MID0007,SID0010,1128,150,14.36,2154.0,2025/07/13,2025/07/28,2025/07/24,0,152,197.0419,2182.72,1,0,1,20.1
OID0519,SID0006,MID0010,SID0005,1456,170,16.32,2774.4,2025/07/14,2025/07/25,2025/07/21,0,172,321.9848,2807.04,0,0,1,22.85
OID0520,SID0004,MID0020,SID0014,774,160,6.18,988.8,2025/07/15,2025/07/21,2025/07/21,0,162,334.4276,1001.16,1,0,0,0
OID0521,SID0021,MID0005,SID0004,815,54,219.98,11878.92,2025/07/15,2025/07/30,2025/07/29,0,55,288.9535,12098.9,1,0,1,76.99
OID0522,SID0021,MID0005,SID0015,713,162,208.94,33848.28,2025/07/15,2025/08/02,2025/07/29,0,164,305.2638,34266.16,0,0,1,292.52
OID0523,SID0007,MID0020,SID0014,957,936,5.85,5475.6,2025/07/16,2025/07/23,2025/07/25,59,887,346.4796,5188.95,1,1,0,0
OID0524,SID0011,MID0025,SID0010,1197,180,2.92,525.6,2025/07/16,2025/07/23,2025/07/22,0,182,412.9585,531.44,1,0,1,1.02
OID0525,SID0021,MID0004,SID0010,1560,350,1.95,682.5,2025/07/16,2025/07/24,2025/07/21,0,354,444.384,690.3,1,0,1,2.05
OID0526,SID0002,MID0001,SID0001,1107,220,5.11,1124.2,2025/07/16,2025/07/29,2025/07/28,0,223,419.5611,1139.53,1,0,1,1.79
OID0527,SID0019,MID0016,SID0021,530,504,14.32,7217.28,2025/07/17,2025/08/07,2025/08/04,0,510,58.7239,7303.2,1,0,1,15.04
OID0528,SID0020,MID0017,SID0009,1387,315,7.19,2264.85,2025/07/21,2025/08/08,2025/08/06,0,319,215.7877,2293.61,1,0,1,5.03
OID0529,SID0018,MID0002,SID0002,1118,60,104.34,6260.4,2025/07/21,2025/08/15,2025/08/11,0,61,339.5944,6364.74,1,0,1,146.08
OID0530,SID0011,MID0020,SID0010,1460,804,5.87,4719.48,2025/07/22,2025/07/27,2025/07/29,0,813,334.0045,4772.31,1,0,0,0
OID0531,SID0019,MID0015,SID0007,1027,60,138.88,8332.8,2025/07/22,2025/07/27,2025/07/28,0,61,458.7674,8471.68,0,0,0,0
