Supplier_Material_Flow_Event_ID,Supplier_ID,Material_ID,Event_Date,Event_Type,Quantity_Change,Source_Type,Source_ID
SMFEID3928,SID0020,MID0014,2025/07/27,external_receipt,194,order,OID0505
SMFEID3929,SID0002,MID0001,2025/07/28,production_consumption,-20,production_run,PRUN_SID0002_MID0001_031
SMFEID3930,SID0004,MID0007,2025/07/28,production_consumption,-45,production_run,PRUN_SID0004_MID0007_031
SMFEID3931,SID0004,MID0020,2025/07/28,production_consumption,-10,production_run,PRUN_SID0004_MID0020_031
SMFEID3932,SID0006,MID0010,2025/07/28,external_receipt,172,order,OID0540
SMFEID3933,SID0006,MID0010,2025/07/28,production_consumption,-7,production_run,PRUN_SID0006_MID0010_031
SMFEID3934,SID0006,MID0020,2025/07/28,production_consumption,-80,production_run,PRUN_SID0006_MID0020_031
SMFEID3935,SID0007,MID0017,2025/07/28,production_consumption,-81,production_run,PRUN_SID0007_MID0017_031
SMFEID3936,SID0007,MID0020,2025/07/28,production_consumption,-188,production_run,PRUN_SID0007_MID0020_031
SMFEID3937,SID0008,MID0022,2025/07/28,production_consumption,-5,production_run,PRUN_SID0008_MID0022_014
SMFEID3938,SID0011,MID0001,2025/07/28,production_consumption,-12,production_run,PRUN_SID0011_MID0001_031
SMFEID3939,SID0011,MID0007,2025/07/28,production_consumption,-16,production_run,PRUN_SID0011_MID0007_031
SMFEID3940,SID0011,MID0020,2025/07/28,production_consumption,-157,production_run,PRUN_SID0011_MID0020_031
SMFEID3941,SID0013,MID0016,2025/07/28,production_consumption,-66,production_run,PRUN_SID0013_MID0016_031
SMFEID3942,SID0017,MID0001,2025/07/28,production_consumption,-16,production_run,PRUN_SID0017_MID0001_014
SMFEID3943,SID0017,MID0004,2025/07/28,production_consumption,-48,production_run,PRUN_SID0017_MID0004_014
SMFEID3944,SID0018,MID0004,2025/07/28,production_consumption,-179,production_run,PRUN_SID0018_MID0004_031
SMFEID3945,SID0018,MID0007,2025/07/28,external_receipt,152,order,OID0518
SMFEID3946,SID0018,MID0008,2025/07/28,production_consumption,-15,production_run,PRUN_SID0018_MID0008_014
SMFEID3947,SID0018,MID0020,2025/07/28,production_consumption,-137,production_run,PRUN_SID0018_MID0020_031
SMFEID3948,SID0019,MID0016,2025/07/28,production_consumption,-32,production_run,PRUN_SID0019_MID0016_031
SMFEID3949,SID0020,MID0003,2025/07/28,production_consumption,-20,production_run,PRUN_SID0020_MID0003_007
SMFEID3950,SID0021,MID0001,2025/07/28,production_consumption,-102,production_run,PRUN_SID0021_MID0001_031
SMFEID3951,SID0021,MID0004,2025/07/28,production_consumption,-85,production_run,PRUN_SID0021_MID0004_031
SMFEID3952,SID0002,MID0001,2025/07/29,external_receipt,223,order,OID0526
SMFEID3953,SID0002,MID0001,2025/07/29,production_consumption,-23,production_run,PRUN_SID0002_MID0001_031
SMFEID3954,SID0002,MID0025,2025/07/29,production_consumption,-7,production_run,PRUN_SID0002_MID0025_031
SMFEID3955,SID0004,MID0007,2025/07/29,production_consumption,-12,production_run,PRUN_SID0004_MID0007_031
SMFEID3956,SID0004,MID0020,2025/07/29,production_consumption,-9,production_run,PRUN_SID0004_MID0020_031
SMFEID3957,SID0006,MID0010,2025/07/29,production_consumption,-38,production_run,PRUN_SID0006_MID0010_031
SMFEID3958,SID0006,MID0020,2025/07/29,production_consumption,-283,production_run,PRUN_SID0006_MID0020_031
SMFEID3959,SID0007,MID0017,2025/07/29,production_consumption,-22,production_run,PRUN_SID0007_MID0017_031
SMFEID3960,SID0007,MID0020,2025/07/29,production_consumption,-141,production_run,PRUN_SID0007_MID0020_031
SMFEID3961,SID0011,MID0001,2025/07/29,production_consumption,-17,production_run,PRUN_SID0011_MID0001_031
SMFEID3962,SID0011,MID0007,2025/07/29,external_receipt,356,order,OID0541
SMFEID3963,SID0011,MID0007,2025/07/29,production_consumption,-24,production_run,PRUN_SID0011_MID0007_031
SMFEID3964,SID0011,MID0008,2025/07/29,production_consumption,-13,production_run,PRUN_SID0011_MID0008_031
SMFEID3965,SID0011,MID0020,2025/07/29,production_consumption,-118,production_run,PRUN_SID0011_MID0020_031
SMFEID3966,SID0011,MID0025,2025/07/29,production_consumption,-4,production_run,PRUN_SID0011_MID0025_031
SMFEID3967,SID0013,MID0016,2025/07/29,production_consumption,-130,production_run,PRUN_SID0013_MID0016_031
SMFEID3968,SID0015,MID0007,2025/07/29,external_receipt,1461,order,OID0506
SMFEID3969,SID0015,MID0007,2025/07/29,production_consumption,-237,production_run,PRUN_SID0015_MID0007_031
SMFEID3970,SID0017,MID0001,2025/07/29,production_consumption,-19,production_run,PRUN_SID0017_MID0001_014
SMFEID3971,SID0017,MID0004,2025/07/29,production_consumption,-5,production_run,PRUN_SID0017_MID0004_014
SMFEID3972,SID0017,MID0005,2025/07/29,production_consumption,-31,production_run,PRUN_SID0017_MID0005_007
SMFEID3973,SID0017,MID0018,2025/07/29,external_receipt,61,order,OID0500
SMFEID3974,SID0018,MID0004,2025/07/29,production_consumption,-155,production_run,PRUN_SID0018_MID0004_031
SMFEID3975,SID0018,MID0007,2025/07/29,production_consumption,-55,production_run,PRUN_SID0018_MID0007_031
SMFEID3976,SID0018,MID0020,2025/07/29,production_consumption,-90,production_run,PRUN_SID0018_MID0020_031
SMFEID3977,SID0018,MID0021,2025/07/29,external_receipt,191,order,OID0501
SMFEID3978,SID0019,MID0010,2025/07/29,production_consumption,-15,production_run,PRUN_SID0019_MID0010_031
SMFEID3979,SID0019,MID0016,2025/07/29,production_consumption,-34,production_run,PRUN_SID0019_MID0016_031
SMFEID3980,SID0020,MID0003,2025/07/29,production_consumption,-18,production_run,PRUN_SID0020_MID0003_007
SMFEID3981,SID0021,MID0001,2025/07/29,production_consumption,-37,production_run,PRUN_SID0021_MID0001_031
SMFEID3982,SID0021,MID0004,2025/07/29,production_consumption,-106,production_run,PRUN_SID0021_MID0004_031
SMFEID3983,SID0002,MID0001,2025/07/30,production_consumption,-36,production_run,PRUN_SID0002_MID0001_031
SMFEID3984,SID0002,MID0025,2025/07/30,production_consumption,-10,production_run,PRUN_SID0002_MID0025_031
SMFEID3985,SID0004,MID0007,2025/07/30,production_consumption,-43,production_run,PRUN_SID0004_MID0007_031
SMFEID3986,SID0004,MID0020,2025/07/30,production_consumption,-63,production_run,PRUN_SID0004_MID0020_031
SMFEID3987,SID0006,MID0010,2025/07/30,production_consumption,-10,production_run,PRUN_SID0006_MID0010_031
SMFEID3988,SID0007,MID0017,2025/07/30,production_consumption,-79,production_run,PRUN_SID0007_MID0017_031
SMFEID3989,SID0007,MID0020,2025/07/30,production_consumption,-22,production_run,PRUN_SID0007_MID0020_031
SMFEID3990,SID0011,MID0001,2025/07/30,external_receipt,110,order,OID0542
SMFEID3991,SID0011,MID0001,2025/07/30,production_consumption,-22,production_run,PRUN_SID0011_MID0001_031
SMFEID3992,SID0011,MID0007,2025/07/30,production_consumption,-42,production_run,PRUN_SID0011_MID0007_031
SMFEID3993,SID0011,MID0008,2025/07/30,production_consumption,-213,production_run,PRUN_SID0011_MID0008_031
SMFEID3994,SID0011,MID0020,2025/07/30,production_consumption,-91,production_run,PRUN_SID0011_MID0020_031
SMFEID3995,SID0011,MID0025,2025/07/30,production_consumption,-28,production_run,PRUN_SID0011_MID0025_031
SMFEID3996,SID0013,MID0020,2025/07/30,production_consumption,-16,production_run,PRUN_SID0013_MID0020_031
SMFEID3997,SID0015,MID0007,2025/07/30,production_consumption,-241,production_run,PRUN_SID0015_MID0007_031
SMFEID3998,SID0015,MID0020,2025/07/30,production_consumption,-36,production_run,PRUN_SID0015_MID0020_031
SMFEID3999,SID0017,MID0004,2025/07/30,production_consumption,-4,production_run,PRUN_SID0017_MID0004_014
SMFEID4000,SID0017,MID0005,2025/07/30,production_consumption,-25,production_run,PRUN_SID0017_MID0005_007
SMFEID4001,SID0018,MID0007,2025/07/30,production_consumption,-37,production_run,PRUN_SID0018_MID0007_031
SMFEID4002,SID0018,MID0020,2025/07/30,production_consumption,-116,production_run,PRUN_SID0018_MID0020_031
SMFEID4003,SID0019,MID0010,2025/07/30,production_consumption,-19,production_run,PRUN_SID0019_MID0010_031
SMFEID4004,SID0019,MID0016,2025/07/30,production_consumption,-29,production_run,PRUN_SID0019_MID0016_031
SMFEID4005,SID0021,MID0005,2025/07/30,external_receipt,55,order,OID0521
SMFEID4006,SID0002,MID0025,2025/07/31,production_consumption,-21,production_run,PRUN_SID0002_MID0025_031
SMFEID4007,SID0004,MID0007,2025/07/31,production_consumption,-26,production_run,PRUN_SID0004_MID0007_031
SMFEID4008,SID0006,MID0010,2025/07/31,production_consumption,-34,production_run,PRUN_SID0006_MID0010_031
SMFEID4009,SID0007,MID0017,2025/07/31,external_receipt,449,order,OID0543
SMFEID4010,SID0007,MID0017,2025/07/31,production_consumption,-104,production_run,PRUN_SID0007_MID0017_031
SMFEID4011,SID0007,MID0020,2025/07/31,production_consumption,-30,production_run,PRUN_SID0007_MID0020_031
SMFEID4012,SID0011,MID0001,2025/07/31,production_consumption,-7,production_run,PRUN_SID0011_MID0001_031
SMFEID4013,SID0011,MID0007,2025/07/31,production_consumption,-84,production_run,PRUN_SID0011_MID0007_031
SMFEID4014,SID0011,MID0008,2025/07/31,production_consumption,-63,production_run,PRUN_SID0011_MID0008_031
SMFEID4015,SID0011,MID0020,2025/07/31,production_consumption,-149,production_run,PRUN_SID0011_MID0020_031
SMFEID4016,SID0011,MID0025,2025/07/31,production_consumption,-6,production_run,PRUN_SID0011_MID0025_031
SMFEID4017,SID0013,MID0020,2025/07/31,production_consumption,-212,production_run,PRUN_SID0013_MID0020_031
SMFEID4018,SID0015,MID0020,2025/07/31,production_consumption,-293,production_run,PRUN_SID0015_MID0020_031
SMFEID4019,SID0017,MID0004,2025/07/31,production_consumption,-46,production_run,PRUN_SID0017_MID0004_014
SMFEID4020,SID0017,MID0005,2025/07/31,production_consumption,-20,production_run,PRUN_SID0017_MID0005_007
SMFEID4021,SID0018,MID0008,2025/07/31,external_receipt,73,order,OID0532
SMFEID4022,SID0018,MID0020,2025/07/31,production_consumption,-38,production_run,PRUN_SID0018_MID0020_031
SMFEID4023,SID0019,MID0010,2025/07/31,production_consumption,-76,production_run,PRUN_SID0019_MID0010_031
SMFEID4024,SID0019,MID0016,2025/07/31,production_consumption,-25,production_run,PRUN_SID0019_MID0016_031
SMFEID4025,SID0002,MID0025,2025/08/01,production_consumption,-22,production_run,PRUN_SID0002_MID0025_031
SMFEID4026,SID0004,MID0007,2025/08/01,production_consumption,-25,production_run,PRUN_SID0004_MID0007_031
SMFEID4027,SID0006,MID0010,2025/08/01,production_consumption,-39,production_run,PRUN_SID0006_MID0010_031
SMFEID4028,SID0007,MID0017,2025/08/01,production_consumption,-128,production_run,PRUN_SID0007_MID0017_031
SMFEID4029,SID0007,MID0020,2025/08/01,production_consumption,-42,production_run,PRUN_SID0007_MID0020_031
SMFEID4030,SID0008,MID0012,2025/08/01,production_consumption,-5,production_run,PRUN_SID0008_MID0012_008
SMFEID4031,SID0008,MID0022,2025/08/01,production_consumption,-18,production_run,PRUN_SID0008_MID0022_015
SMFEID4032,SID0011,MID0001,2025/08/01,production_consumption,-22,production_run,PRUN_SID0011_MID0001_031
SMFEID4033,SID0011,MID0008,2025/08/01,production_consumption,-74,production_run,PRUN_SID0011_MID0008_031
SMFEID4034,SID0011,MID0020,2025/08/01,production_consumption,-8,production_run,PRUN_SID0011_MID0020_031
SMFEID4035,SID0011,MID0025,2025/08/01,production_consumption,-44,production_run,PRUN_SID0011_MID0025_031
SMFEID4036,SID0013,MID0016,2025/08/01,external_receipt,364,order,OID0533
SMFEID4037,SID0013,MID0020,2025/08/01,external_receipt,364,order,OID0544
SMFEID4038,SID0018,MID0020,2025/08/01,production_consumption,-2,production_run,PRUN_SID0018_MID0020_031
SMFEID4039,SID0019,MID0010,2025/08/01,production_consumption,-20,production_run,PRUN_SID0019_MID0010_031
SMFEID4040,SID0020,MID0011,2025/08/01,production_consumption,-8,production_run,PRUN_SID0020_MID0011_008
SMFEID4041,SID0021,MID0005,2025/08/02,external_receipt,164,order,OID0522
SMFEID4042,SID0018,MID0007,2025/08/03,external_receipt,152,order,OID0545
SMFEID4043,SID0002,MID0001,2025/08/04,production_consumption,-8,production_run,PRUN_SID0002_MID0001_032
SMFEID4044,SID0002,MID0020,2025/08/04,production_consumption,-86,production_run,PRUN_SID0002_MID0020_015
SMFEID4045,SID0002,MID0025,2025/08/04,production_consumption,-27,production_run,PRUN_SID0002_MID0025_032
SMFEID4046,SID0004,MID0020,2025/08/04,external_receipt,162,order,OID0550
SMFEID4047,SID0006,MID0020,2025/08/04,production_consumption,-213,production_run,PRUN_SID0006_MID0020_032
SMFEID4048,SID0008,MID0012,2025/08/04,production_consumption,-3,production_run,PRUN_SID0008_MID0012_008
SMFEID4049,SID0008,MID0022,2025/08/04,production_consumption,-8,production_run,PRUN_SID0008_MID0022_015
SMFEID4050,SID0011,MID0020,2025/08/04,production_consumption,-168,production_run,PRUN_SID0011_MID0020_032
SMFEID4051,SID0013,MID0016,2025/08/04,external_receipt,182,order,OID0534
SMFEID4052,SID0013,MID0016,2025/08/04,production_consumption,-35,production_run,PRUN_SID0013_MID0016_032
SMFEID4053,SID0013,MID0020,2025/08/04,production_consumption,-132,production_run,PRUN_SID0013_MID0020_032
SMFEID4054,SID0015,MID0007,2025/08/04,production_consumption,-87,production_run,PRUN_SID0015_MID0007_032
SMFEID4055,SID0019,MID0013,2025/08/04,external_receipt,142,order,OID0546
SMFEID4056,SID0020,MID0011,2025/08/04,production_consumption,-10,production_run,PRUN_SID0020_MID0011_008
SMFEID4057,SID0020,MID0017,2025/08/04,production_consumption,-31,production_run,PRUN_SID0020_MID0017_015
SMFEID4058,SID0021,MID0001,2025/08/04,production_consumption,-14,production_run,PRUN_SID0021_MID0001_032
SMFEID4059,SID0021,MID0018,2025/08/04,production_consumption,-5,production_run,PRUN_SID0021_MID0018_015
SMFEID4060,SID0002,MID0001,2025/08/05,production_consumption,-17,production_run,PRUN_SID0002_MID0001_032
SMFEID4061,SID0002,MID0020,2025/08/05,production_consumption,-18,production_run,PRUN_SID0002_MID0020_015
SMFEID4062,SID0002,MID0025,2025/08/05,production_consumption,-1,production_run,PRUN_SID0002_MID0025_032
SMFEID4063,SID0004,MID0007,2025/08/05,production_consumption,-48,production_run,PRUN_SID0004_MID0007_032
SMFEID4064,SID0006,MID0010,2025/08/05,production_consumption,-91,production_run,PRUN_SID0006_MID0010_032
SMFEID4065,SID0006,MID0020,2025/08/05,production_consumption,-93,production_run,PRUN_SID0006_MID0020_032
SMFEID4066,SID0007,MID0017,2025/08/05,production_consumption,-94,production_run,PRUN_SID0007_MID0017_032
SMFEID4067,SID0008,MID0012,2025/08/05,production_consumption,-24,production_run,PRUN_SID0008_MID0012_008
SMFEID4068,SID0008,MID0022,2025/08/05,production_consumption,-23,production_run,PRUN_SID0008_MID0022_015
SMFEID4069,SID0011,MID0007,2025/08/05,production_consumption,-22,production_run,PRUN_SID0011_MID0007_032
SMFEID4070,SID0011,MID0020,2025/08/05,production_consumption,-76,production_run,PRUN_SID0011_MID0020_032
SMFEID4071,SID0013,MID0016,2025/08/05,production_consumption,-70,production_run,PRUN_SID0013_MID0016_032
SMFEID4072,SID0013,MID0020,2025/08/05,production_consumption,-45,production_run,PRUN_SID0013_MID0020_032
SMFEID4073,SID0015,MID0007,2025/08/05,production_consumption,-74,production_run,PRUN_SID0015_MID0007_032
SMFEID4074,SID0015,MID0020,2025/08/05,production_consumption,-182,production_run,PRUN_SID0015_MID0020_032
SMFEID4075,SID0015,MID0025,2025/08/05,production_consumption,-26,production_run,PRUN_SID0015_MID0025_015
SMFEID4076,SID0017,MID0018,2025/08/05,production_consumption,-6,production_run,PRUN_SID0017_MID0018_008
SMFEID4077,SID0018,MID0007,2025/08/05,external_receipt,76,order,OID0547
SMFEID4078,SID0018,MID0007,2025/08/05,production_consumption,-40,production_run,PRUN_SID0018_MID0007_032
SMFEID4079,SID0018,MID0020,2025/08/05,production_consumption,-139,production_run,PRUN_SID0018_MID0020_032
SMFEID4080,SID0018,MID0021,2025/08/05,production_consumption,-32,production_run,PRUN_SID0018_MID0021_015
SMFEID4081,SID0019,MID0010,2025/08/05,production_consumption,-22,production_run,PRUN_SID0019_MID0010_032
SMFEID4082,SID0020,MID0011,2025/08/05,production_consumption,-18,production_run,PRUN_SID0020_MID0011_008
SMFEID4083,SID0020,MID0014,2025/08/05,production_consumption,-30,production_run,PRUN_SID0020_MID0014_008
SMFEID4084,SID0020,MID0017,2025/08/05,production_consumption,-102,production_run,PRUN_SID0020_MID0017_015
SMFEID4085,SID0021,MID0001,2025/08/05,production_consumption,-20,production_run,PRUN_SID0021_MID0001_032
SMFEID4086,SID0021,MID0004,2025/08/05,production_consumption,-17,production_run,PRUN_SID0021_MID0004_032
SMFEID4087,SID0021,MID0005,2025/08/05,production_consumption,-4,production_run,PRUN_SID0021_MID0005_015
SMFEID4088,SID0021,MID0018,2025/08/05,production_consumption,-5,production_run,PRUN_SID0021_MID0018_015
SMFEID4089,SID0002,MID0001,2025/08/06,production_consumption,-24,production_run,PRUN_SID0002_MID0001_032
SMFEID4090,SID0002,MID0020,2025/08/06,production_consumption,-30,production_run,PRUN_SID0002_MID0020_015
SMFEID4091,SID0002,MID0025,2025/08/06,production_consumption,-5,production_run,PRUN_SID0002_MID0025_032
SMFEID4092,SID0004,MID0007,2025/08/06,production_consumption,-21,production_run,PRUN_SID0004_MID0007_032
SMFEID4093,SID0004,MID0020,2025/08/06,production_consumption,-54,production_run,PRUN_SID0004_MID0020_032
SMFEID4094,SID0006,MID0010,2025/08/06,production_consumption,-25,production_run,PRUN_SID0006_MID0010_032
SMFEID4095,SID0007,MID0017,2025/08/06,production_consumption,-69,production_run,PRUN_SID0007_MID0017_032
SMFEID4096,SID0007,MID0020,2025/08/06,external_receipt,946,order,OID0556
SMFEID4097,SID0007,MID0020,2025/08/06,production_consumption,-310,production_run,PRUN_SID0007_MID0020_032
SMFEID4098,SID0008,MID0012,2025/08/06,production_consumption,-4,production_run,PRUN_SID0008_MID0012_008
SMFEID4099,SID0011,MID0001,2025/08/06,production_consumption,-12,production_run,PRUN_SID0011_MID0001_032
SMFEID4100,SID0011,MID0007,2025/08/06,production_consumption,-85,production_run,PRUN_SID0011_MID0007_032
SMFEID4101,SID0011,MID0008,2025/08/06,production_consumption,-95,production_run,PRUN_SID0011_MID0008_032
SMFEID4102,SID0011,MID0020,2025/08/06,production_consumption,-69,production_run,PRUN_SID0011_MID0020_032
SMFEID4103,SID0011,MID0025,2025/08/06,production_consumption,-75,production_run,PRUN_SID0011_MID0025_032
SMFEID4104,SID0013,MID0016,2025/08/06,production_consumption,-4,production_run,PRUN_SID0013_MID0016_032
SMFEID4105,SID0013,MID0020,2025/08/06,production_consumption,-34,production_run,PRUN_SID0013_MID0020_032
SMFEID4106,SID0015,MID0007,2025/08/06,production_consumption,-64,production_run,PRUN_SID0015_MID0007_032
SMFEID4107,SID0015,MID0020,2025/08/06,production_consumption,-179,production_run,PRUN_SID0015_MID0020_032
SMFEID4108,SID0015,MID0025,2025/08/06,production_consumption,-27,production_run,PRUN_SID0015_MID0025_015
SMFEID4109,SID0017,MID0001,2025/08/06,production_consumption,-9,production_run,PRUN_SID0017_MID0001_015
SMFEID4110,SID0017,MID0004,2025/08/06,production_consumption,-32,production_run,PRUN_SID0017_MID0004_015
SMFEID4111,SID0017,MID0018,2025/08/06,production_consumption,-2,production_run,PRUN_SID0017_MID0018_008
SMFEID4112,SID0018,MID0007,2025/08/06,production_consumption,-29,production_run,PRUN_SID0018_MID0007_032
SMFEID4113,SID0018,MID0020,2025/08/06,production_consumption,-45,production_run,PRUN_SID0018_MID0020_032
SMFEID4114,SID0018,MID0021,2025/08/06,production_consumption,-40,production_run,PRUN_SID0018_MID0021_015
SMFEID4115,SID0019,MID0010,2025/08/06,production_consumption,-20,production_run,PRUN_SID0019_MID0010_032
SMFEID4116,SID0020,MID0014,2025/08/06,production_consumption,-87,production_run,PRUN_SID0020_MID0014_008
SMFEID4117,SID0020,MID0017,2025/08/06,production_consumption,-29,production_run,PRUN_SID0020_MID0017_015
SMFEID4118,SID0021,MID0001,2025/08/06,production_consumption,-54,production_run,PRUN_SID0021_MID0001_032
SMFEID4119,SID0021,MID0004,2025/08/06,production_consumption,-48,production_run,PRUN_SID0021_MID0004_032
SMFEID4120,SID0021,MID0005,2025/08/06,production_consumption,-9,production_run,PRUN_SID0021_MID0005_015
SMFEID4121,SID0021,MID0018,2025/08/06,production_consumption,-10,production_run,PRUN_SID0021_MID0018_015
SMFEID4122,SID0002,MID0001,2025/08/07,production_consumption,-4,production_run,PRUN_SID0002_MID0001_032
SMFEID4123,SID0002,MID0025,2025/08/07,production_consumption,-25,production_run,PRUN_SID0002_MID0025_032
SMFEID4124,SID0004,MID0007,2025/08/07,production_consumption,-65,production_run,PRUN_SID0004_MID0007_032
SMFEID4125,SID0004,MID0020,2025/08/07,production_consumption,-3,production_run,PRUN_SID0004_MID0020_032
SMFEID4126,SID0006,MID0010,2025/08/07,production_consumption,-8,production_run,PRUN_SID0006_MID0010_032
SMFEID4127,SID0007,MID0017,2025/08/07,production_consumption,-203,production_run,PRUN_SID0007_MID0017_032
SMFEID4128,SID0007,MID0020,2025/08/07,production_consumption,-151,production_run,PRUN_SID0007_MID0020_032
SMFEID4129,SID0011,MID0001,2025/08/07,production_consumption,-68,production_run,PRUN_SID0011_MID0001_032
SMFEID4130,SID0011,MID0007,2025/08/07,production_consumption,-38,production_run,PRUN_SID0011_MID0007_032
SMFEID4131,SID0011,MID0008,2025/08/07,production_consumption,-149,production_run,PRUN_SID0011_MID0008_032
SMFEID4132,SID0011,MID0020,2025/08/07,production_consumption,-2,production_run,PRUN_SID0011_MID0020_032
SMFEID4133,SID0011,MID0025,2025/08/07,production_consumption,-21,production_run,PRUN_SID0011_MID0025_032
SMFEID4134,SID0013,MID0016,2025/08/07,production_consumption,-46,production_run,PRUN_SID0013_MID0016_032
SMFEID4135,SID0013,MID0020,2025/08/07,production_consumption,-11,production_run,PRUN_SID0013_MID0020_032
SMFEID4136,SID0015,MID0007,2025/08/07,production_consumption,-72,production_run,PRUN_SID0015_MID0007_032
SMFEID4137,SID0015,MID0020,2025/08/07,production_consumption,-5,production_run,PRUN_SID0015_MID0020_032
SMFEID4138,SID0015,MID0025,2025/08/07,production_consumption,-8,production_run,PRUN_SID0015_MID0025_015
SMFEID4139,SID0017,MID0001,2025/08/07,production_consumption,-12,production_run,PRUN_SID0017_MID0001_015
SMFEID4140,SID0017,MID0004,2025/08/07,production_consumption,-1,production_run,PRUN_SID0017_MID0004_015
SMFEID4141,SID0017,MID0005,2025/08/07,production_consumption,-7,production_run,PRUN_SID0017_MID0005_008
SMFEID4142,SID0017,MID0018,2025/08/07,production_consumption,-6,production_run,PRUN_SID0017_MID0018_008
SMFEID4143,SID0018,MID0004,2025/08/07,production_consumption,-132,production_run,PRUN_SID0018_MID0004_032
SMFEID4144,SID0018,MID0007,2025/08/07,production_consumption,-39,production_run,PRUN_SID0018_MID0007_032
SMFEID4145,SID0018,MID0020,2025/08/07,production_consumption,-154,production_run,PRUN_SID0018_MID0020_032
SMFEID4146,SID0019,MID0010,2025/08/07,production_consumption,-31,production_run,PRUN_SID0019_MID0010_032
SMFEID4147,SID0019,MID0013,2025/08/07,production_consumption,-27,production_run,PRUN_SID0019_MID0013_015
SMFEID4148,SID0019,MID0015,2025/08/07,production_consumption,-44,production_run,PRUN_SID0019_MID0015_015
SMFEID4149,SID0019,MID0016,2025/08/07,external_receipt,510,order,OID0527
SMFEID4150,SID0019,MID0016,2025/08/07,production_consumption,-39,production_run,PRUN_SID0019_MID0016_032
SMFEID4151,SID0021,MID0001,2025/08/07,production_consumption,-37,production_run,PRUN_SID0021_MID0001_032
SMFEID4152,SID0021,MID0004,2025/08/07,production_consumption,-93,production_run,PRUN_SID0021_MID0004_032
SMFEID4153,SID0021,MID0005,2025/08/07,production_consumption,-20,production_run,PRUN_SID0021_MID0005_015
SMFEID4154,SID0021,MID0018,2025/08/07,production_consumption,-17,production_run,PRUN_SID0021_MID0018_015
SMFEID4155,SID0002,MID0001,2025/08/08,production_consumption,-21,production_run,PRUN_SID0002_MID0001_032
SMFEID4156,SID0004,MID0007,2025/08/08,production_consumption,-29,production_run,PRUN_SID0004_MID0007_032
SMFEID4157,SID0004,MID0020,2025/08/08,production_consumption,-20,production_run,PRUN_SID0004_MID0020_032
SMFEID4158,SID0006,MID0010,2025/08/08,production_consumption,-8,production_run,PRUN_SID0006_MID0010_032
SMFEID4159,SID0007,MID0020,2025/08/08,production_consumption,-14,production_run,PRUN_SID0007_MID0020_032
SMFEID4160,SID0008,MID0023,2025/08/08,external_receipt,35,order,OID0549
SMFEID4161,SID0011,MID0001,2025/08/08,external_receipt,110,order,OID0557
SMFEID4162,SID0011,MID0001,2025/08/08,production_consumption,-4,production_run,PRUN_SID0011_MID0001_032
SMFEID4163,SID0011,MID0007,2025/08/08,production_consumption,-36,production_run,PRUN_SID0011_MID0007_032
SMFEID4164,SID0011,MID0008,2025/08/08,production_consumption,-108,production_run,PRUN_SID0011_MID0008_032
SMFEID4165,SID0011,MID0020,2025/08/08,production_consumption,-178,production_run,PRUN_SID0011_MID0020_032
SMFEID4166,SID0013,MID0016,2025/08/08,production_consumption,-58,production_run,PRUN_SID0013_MID0016_032
SMFEID4167,SID0013,MID0020,2025/08/08,production_consumption,-5,production_run,PRUN_SID0013_MID0020_032
SMFEID4168,SID0015,MID0007,2025/08/08,production_consumption,-172,production_run,PRUN_SID0015_MID0007_032
SMFEID4169,SID0015,MID0025,2025/08/08,production_consumption,-39,production_run,PRUN_SID0015_MID0025_015
SMFEID4170,SID0017,MID0001,2025/08/08,production_consumption,-33,production_run,PRUN_SID0017_MID0001_015
SMFEID4171,SID0017,MID0004,2025/08/08,production_consumption,-46,production_run,PRUN_SID0017_MID0004_015
SMFEID4172,SID0017,MID0005,2025/08/08,external_receipt,55,order,OID0558
SMFEID4173,SID0017,MID0005,2025/08/08,production_consumption,-19,production_run,PRUN_SID0017_MID0005_008
SMFEID4174,SID0017,MID0018,2025/08/08,production_consumption,-11,production_run,PRUN_SID0017_MID0018_008
SMFEID4175,SID0018,MID0004,2025/08/08,production_consumption,-201,production_run,PRUN_SID0018_MID0004_032
SMFEID4176,SID0019,MID0010,2025/08/08,production_consumption,-43,production_run,PRUN_SID0019_MID0010_032
SMFEID4177,SID0019,MID0013,2025/08/08,production_consumption,-25,production_run,PRUN_SID0019_MID0013_015
SMFEID4178,SID0019,MID0015,2025/08/08,production_consumption,-33,production_run,PRUN_SID0019_MID0015_015
SMFEID4179,SID0019,MID0016,2025/08/08,production_consumption,-93,production_run,PRUN_SID0019_MID0016_032
SMFEID4180,SID0020,MID0017,2025/08/08,external_receipt,319,order,OID0528
SMFEID4181,SID0021,MID0004,2025/08/08,external_receipt,354,order,OID0551
SMFEID4182,SID0021,MID0004,2025/08/08,production_consumption,-29,production_run,PRUN_SID0021_MID0004_032
SMFEID4183,SID0021,MID0005,2025/08/08,production_consumption,-65,production_run,PRUN_SID0021_MID0005_015
SMFEID4184,SID0021,MID0018,2025/08/08,production_consumption,-22,production_run,PRUN_SID0021_MID0018_015
SMFEID4185,SID0006,MID0020,2025/08/09,external_receipt,627,order,OID0552
SMFEID4186,SID0013,MID0020,2025/08/09,external_receipt,364,order,OID0563
SMFEID4187,SID0020,MID0003,2025/08/09,external_receipt,97,order,OID0535
SMFEID4188,SID0020,MID0003,2025/08/09,external_receipt,49,order,OID0536
SMFEID4189,SID0007,MID0017,2025/08/10,external_receipt,449,order,OID0566
