Order_ID,Material_ID,Supplier_ID,Theoretical_Capacity,Purchase_Quantity,Material_Unit_Price,Order_Create_Date,Order_Delivery_Date,Promised_Delivery_Date,Defective_Quantity,Incoming_Total_Qty,Is_Qualified_Supplier,Is_Returned,Is_Delayed,Delayed_Delivery_Cost
OID0485,MID0024,SID0020,539,370,4,2025/07/28,2025/08/11,2025/08/11,19,0,1,1,0,0
OID0486,MID0020,SID0018,526,214,86.26,2025/07/28,2025/08/06,2025/08/04,8,214,0,0,1,60.38
OID0487,MID0011,SID0010,965,486,29.93,2025/07/28,2025/08/08,2025/08/06,0,486,1,0,1,20.95
OID0488,MID0015,SID0014,735,376,42.91,2025/07/29,2025/08/07,2025/08/06,3,376,0,0,1,15.02
OID0489,MID0023,SID0021,321,301,312.55,2025/07/29,2025/08/09,2025/08/10,0,301,1,0,0,0
OID0490,MID0020,SID0018,528,360,86.26,2025/07/29,2025/08/10,2025/08/12,2,360,1,0,0,0
OID0491,MID0023,SID0021,351,166,312.55,2025/07/29,2025/08/06,2025/08/09,1,166,1,0,0,0
OID0492,MID0005,SID0005,865,435,35.8,2025/07/30,2025/08/13,2025/08/11,0,435,1,0,1,25.06
OID0493,MID0015,SID0014,656,422,42.91,2025/07/30,2025/08/13,2025/08/12,1,422,1,0,1,15.02
OID0494,MID0011,SID0010,908,348,29.93,2025/07/30,2025/08/04,2025/08/07,2,348,1,0,0,0
OID0495,MID0010,SID0009,1003,879,28.19,2025/07/30,2025/08/10,2025/08/08,5,879,1,0,1,19.73
OID0496,MID0023,SID0021,307,160,312.55,2025/07/31,2025/08/11,2025/08/13,0,160,1,0,0,0
OID0497,MID0001,SID0001,1112,736,239.42,2025/07/31,2025/08/15,2025/08/14,5,736,1,0,1,83.8
OID0498,MID0005,SID0005,808,548,35.8,2025/07/31,2025/08/07,2025/08/10,4,548,1,0,0,0
OID0499,MID0025,SID0021,313,201,30.62,2025/07/31,2025/08/15,2025/08/14,0,201,1,0,1,10.72
OID0500,MID0025,SID0021,306,208,30.62,2025/08/01,2025/08/12,2025/08/08,0,208,1,0,1,42.87
OID0501,MID0003,SID0003,1119,627,62.12,2025/08/01,2025/08/07,2025/08/12,3,627,1,0,0,0
OID0502,MID0008,SID0007,818,626,106.53,2025/08/01,2025/08/11,2025/08/14,1,626,1,0,0,0
OID0503,MID0003,SID0003,1241,921,62.12,2025/08/01,2025/08/08,2025/08/11,0,921,1,0,0,0
OID0504,MID0011,SID0010,984,550,29.93,2025/08/01,2025/08/18,2025/08/14,1,550,1,0,1,41.9
OID0505,MID0005,SID0005,906,594,35.8,2025/08/02,2025/08/13,2025/08/16,0,594,1,0,0,0
OID0506,MID0012,SID0011,732,369,221.24,2025/08/02,2025/08/13,2025/08/12,1,369,0,0,1,77.43
OID0507,MID0020,SID0018,482,273,86.26,2025/08/02,2025/08/10,2025/08/12,2,273,1,0,0,0
OID0508,MID0003,SID0003,1105,522,62.12,2025/08/02,2025/08/18,2025/08/16,45,0,0,1,1,43.48
OID0509,MID0003,SID0003,1193,536,62.12,2025/08/03,2025/08/08,2025/08/11,2,536,1,0,0,0
OID0510,MID0023,SID0021,326,135,312.55,2025/08/03,2025/08/15,2025/08/13,0,135,1,0,1,218.78
OID0511,MID0020,SID0018,542,235,86.26,2025/08/03,2025/08/10,2025/08/15,0,235,1,0,0,0
OID0512,MID0008,SID0007,942,694,106.53,2025/08/03,2025/08/10,2025/08/14,0,694,1,0,0,0
OID0513,MID0023,SID0021,336,166,312.55,2025/08/04,2025/08/06,2025/08/11,0,166,0,0,0,0
OID0514,MID0001,SID0001,1090,712,239.42,2025/08/04,2025/08/09,2025/08/13,43,0,0,1,0,0
OID0515,MID0024,SID0020,576,533,4,2025/08/04,2025/08/19,2025/08/15,2,533,1,0,1,5.6
OID0516,MID0008,SID0007,835,320,106.53,2025/08/04,2025/08/08,2025/08/11,0,320,1,0,0,0
OID0517,MID0010,SID0009,1078,524,28.19,2025/08/05,2025/08/11,2025/08/14,8,524,0,0,0,0
OID0518,MID0007,SID0006,961,663,15.11,2025/08/05,2025/08/10,2025/08/13,2,663,0,0,0,0
OID0519,MID0015,SID0014,643,291,42.91,2025/08/05,2025/08/15,2025/08/15,2,291,1,0,0,0
OID0520,MID0011,SID0010,1029,372,29.93,2025/08/05,2025/08/14,2025/08/13,3,372,0,0,1,10.48
OID0521,MID0005,SID0005,904,317,35.8,2025/08/06,2025/08/21,2025/08/19,0,317,1,0,1,25.06
OID0522,MID0003,SID0003,1205,541,62.12,2025/08/06,2025/08/17,2025/08/13,1,541,1,0,1,86.97
OID0523,MID0016,SID0015,628,581,128.17,2025/08/06,2025/08/18,2025/08/15,0,581,1,0,1,134.58
OID0524,MID0012,SID0011,711,315,221.24,2025/08/06,2025/08/18,2025/08/20,1,315,1,0,0,0
OID0525,MID0005,SID0005,825,323,35.8,2025/08/07,2025/08/16,2025/08/20,0,323,0,0,0,0
OID0526,MID0020,SID0018,526,344,86.26,2025/08/07,2025/08/19,2025/08/19,1,344,0,0,0,0
OID0527,MID0016,SID0015,670,329,128.17,2025/08/07,2025/08/16,2025/08/19,2,329,0,0,0,0
OID0528,MID0005,SID0005,842,699,35.8,2025/08/07,2025/08/19,2025/08/21,0,699,1,0,0,0
OID0529,MID0016,SID0015,640,249,128.17,2025/08/08,2025/08/18,2025/08/18,2,249,1,0,0,0
OID0530,MID0007,SID0006,928,466,15.11,2025/08/08,2025/08/15,2025/08/17,4,466,1,0,0,0
OID0531,MID0002,SID0002,1344,732,13,2025/08/08,2025/08/23,2025/08/20,2,732,1,0,1,13.65
OID0532,MID0008,SID0007,812,417,106.53,2025/08/08,2025/08/22,2025/08/18,0,417,0,0,1,149.14
OID0533,MID0016,SID0015,648,486,128.17,2025/08/09,2025/08/14,2025/08/20,4,486,1,0,0,0
OID0534,MID0015,SID0014,666,260,42.91,2025/08/09,2025/08/19,2025/08/23,2,260,1,0,0,0
OID0535,MID0008,SID0007,914,613,106.53,2025/08/09,2025/08/22,2025/08/19,1,613,1,0,1,111.86
OID0536,MID0015,SID0014,691,365,42.91,2025/08/09,2025/08/15,2025/08/18,1,365,1,0,0,0
OID0537,MID0015,SID0014,684,453,42.91,2025/08/10,2025/08/22,2025/08/20,2,453,1,0,1,30.04
OID0538,MID0016,SID0015,591,399,128.17,2025/08/10,2025/08/25,2025/08/22,2,399,1,0,1,134.58
OID0539,MID0021,SID0019,438,329,12,2025/08/10,2025/08/19,2025/08/20,2,329,1,0,0,0
OID0540,MID0005,SID0005,860,370,35.8,2025/08/10,2025/08/23,2025/08/20,2,370,1,0,1,37.59
OID0541,MID0001,SID0001,1016,572,239.42,2025/08/10,2025/08/20,2025/08/18,1,572,1,0,1,167.59
OID0542,MID0015,SID0014,720,461,42.91,2025/08/11,2025/08/20,2025/08/21,1,461,1,0,0,0
OID0543,MID0023,SID0021,311,259,312.55,2025/08/11,2025/08/22,2025/08/21,2,259,1,0,1,109.39
OID0544,MID0015,SID0014,742,554,42.91,2025/08/11,2025/08/17,2025/08/18,3,554,1,0,0,0
OID0545,MID0001,SID0001,1090,742,239.42,2025/08/11,2025/08/24,2025/08/25,4,742,0,0,0,0
OID0546,MID0019,SID0001,1085,477,6.13,2025/08/12,2025/08/18,2025/08/20,1,477,0,0,0,0
OID0547,MID0010,SID0009,1052,781,28.19,2025/08/12,2025/08/26,2025/08/23,3,781,1,0,1,29.6
OID0548,MID0001,SID0001,1053,388,239.42,2025/08/12,2025/08/29,2025/08/26,2,388,1,0,1,251.39
OID0549,MID0007,SID0006,889,325,15.11,2025/08/12,2025/08/23,2025/08/21,1,325,1,0,1,10.58
OID0550,MID0014,SID0013,847,327,6,2025/08/13,2025/08/27,2025/08/27,0,327,1,0,0,0
OID0551,MID0008,SID0007,920,550,106.53,2025/08/13,2025/08/21,2025/08/27,4,550,0,0,0,0
OID0552,MID0003,SID0003,1145,461,62.12,2025/08/13,2025/08/25,2025/08/21,3,461,1,0,1,86.97
OID0553,MID0016,SID0015,629,312,128.17,2025/08/13,2025/08/16,2025/08/20,1,312,1,0,0,0
OID0554,MID0007,SID0006,887,323,15.11,2025/08/14,2025/08/18,2025/08/23,15,323,1,0,0,0
OID0555,MID0003,SID0003,1142,542,62.12,2025/08/14,2025/08/27,2025/08/25,0,542,1,0,1,43.48
OID0556,MID0023,SID0021,348,214,312.55,2025/08/14,2025/08/24,2025/08/24,1,214,1,0,0,0
OID0557,MID0023,SID0021,320,249,312.55,2025/08/14,2025/08/30,2025/08/27,1,249,1,0,1,328.18
OID0558,MID0023,SID0021,347,156,312.55,2025/08/15,2025/09/01,2025/08/28,1,156,1,0,1,437.57
OID0559,MID0003,SID0003,1111,720,62.12,2025/08/15,2025/08/23,2025/08/27,1,720,1,0,0,0
OID0560,MID0008,SID0007,843,312,106.53,2025/08/15,2025/08/20,2025/08/26,0,312,1,0,0,0
OID0561,MID0025,SID0021,323,234,30.62,2025/08/15,2025/08/23,2025/08/23,0,234,1,0,0,0
OID0562,MID0001,SID0001,1058,986,239.42,2025/08/16,2025/08/25,2025/08/26,1,986,1,0,0,0
OID0563,MID0007,SID0006,895,651,15.11,2025/08/16,2025/08/31,2025/08/30,5,651,0,0,1,5.29
OID0564,MID0005,SID0005,818,490,35.8,2025/08/16,2025/08/24,2025/08/26,1,490,1,0,0,0
OID0565,MID0012,SID0011,708,432,221.24,2025/08/16,2025/08/21,2025/08/24,42,0,1,1,0,0
OID0566,MID0020,SID0018,514,198,86.26,2025/08/17,2025/08/27,2025/08/30,0,198,1,0,0,0
OID0567,MID0011,SID0010,972,533,29.93,2025/08/17,2025/08/27,2025/08/31,3,533,1,0,0,0
OID0568,MID0020,SID0018,487,306,86.26,2025/08/17,2025/08/30,2025/08/30,1,306,1,0,0,0
OID0569,MID0015,SID0014,659,356,42.91,2025/08/17,2025/08/28,2025/08/24,1,356,1,0,1,60.07
OID0570,MID0005,SID0005,940,542,35.8,2025/08/18,2025/08/25,2025/08/26,3,542,1,0,0,0
OID0571,MID0020,SID0018,485,273,86.26,2025/08/18,2025/08/29,2025/08/31,0,273,0,0,0,0
OID0572,MID0008,SID0007,918,479,106.53,2025/08/18,2025/08/25,2025/08/27,1,479,1,0,0,0
OID0573,MID0012,SID0011,721,378,221.24,2025/08/18,2025/08/23,2025/08/27,1,378,1,0,0,0
OID0574,MID0005,SID0005,883,597,35.8,2025/08/19,2025/08/25,2025/08/31,5,597,1,0,0,0
OID0575,MID0015,SID0014,737,381,42.91,2025/08/19,2025/08/24,2025/08/27,1,381,0,0,0,0
OID0576,MID0020,SID0018,525,250,86.26,2025/08/19,2025/09/06,2025/09/02,2,250,0,0,1,120.76
OID0577,MID0020,SID0018,522,240,86.26,2025/08/19,2025/09/04,2025/09/02,0,240,1,0,1,60.38
OID0578,MID0025,SID0021,347,262,30.62,2025/08/19,2025/08/21,2025/08/27,1,262,0,0,0,0
OID0579,MID0015,SID0014,724,396,42.91,2025/08/20,2025/09/02,2025/09/02,0,396,1,0,0,0
OID0580,MID0008,SID0007,857,318,106.53,2025/08/20,2025/09/02,2025/08/29,0,318,0,0,1,149.14
OID0581,MID0025,SID0021,344,140,30.62,2025/08/20,2025/08/28,2025/09/02,0,140,1,0,0,0
OID0582,MID0012,SID0011,699,463,221.24,2025/08/20,2025/09/02,2025/09/02,4,463,1,0,0,0
OID0583,MID0012,SID0011,713,380,221.24,2025/08/21,2025/09/01,2025/09/03,3,380,1,0,0,0
OID0584,MID0020,SID0018,486,304,86.26,2025/08/21,2025/08/31,2025/09/02,2,304,1,0,0,0
OID0585,MID0005,SID0005,923,593,35.8,2025/08/21,2025/08/31,2025/08/28,1,593,0,0,1,37.59
OID0586,MID0010,SID0009,1144,445,28.19,2025/08/21,2025/08/29,2025/09/03,2,445,1,0,0,0
OID0587,MID0011,SID0010,962,703,29.93,2025/08/22,2025/09/05,2025/09/03,1,703,1,0,1,20.95
OID0588,MID0005,SID0005,805,289,35.8,2025/08/22,2025/09/07,2025/09/04,0,289,1,0,1,37.59
OID0589,MID0011,SID0010,1010,402,29.93,2025/08/22,2025/08/27,2025/09/01,6,402,1,0,0,0
OID0590,MID0012,SID0011,755,436,221.24,2025/08/22,2025/09/05,2025/09/01,3,436,1,0,1,309.74
OID0591,MID0008,SID0007,912,505,106.53,2025/08/23,2025/09/08,2025/09/06,3,505,1,0,1,74.57
OID0592,MID0023,SID0021,344,189,312.55,2025/08/23,2025/09/04,2025/09/04,1,189,1,0,0,0
OID0593,MID0001,SID0001,1054,664,239.42,2025/08/23,2025/09/05,2025/09/03,2,664,0,0,1,167.59
OID0594,MID0011,SID0010,1010,366,29.93,2025/08/23,2025/09/04,2025/09/03,1,366,0,0,1,10.48
OID0595,MID0003,SID0003,1290,1000,62.12,2025/08/24,2025/08/29,2025/09/04,5,1000,1,0,0,0
OID0596,MID0025,SID0021,347,181,30.62,2025/08/24,2025/08/30,2025/09/05,1,181,1,0,0,0
OID0597,MID0003,SID0003,1266,869,62.12,2025/08/24,2025/09/01,2025/09/05,0,869,1,0,0,0
OID0598,MID0007,SID0006,889,420,15.11,2025/08/24,2025/09/04,2025/09/06,3,420,0,0,0,0
OID0599,MID0012,SID0011,726,512,221.24,2025/08/25,2025/09/06,2025/09/05,4,512,1,0,1,77.43
OID0600,MID0011,SID0010,1033,776,29.93,2025/08/25,2025/09/11,2025/09/08,6,776,0,0,1,31.43
OID0601,MID0001,SID0001,1022,429,239.42,2025/08/25,2025/08/30,2025/09/04,0,429,0,0,0,0
OID0602,MID0016,SID0015,648,586,128.17,2025/08/25,2025/09/08,2025/09/06,0,586,1,0,1,89.72
OID0603,MID0010,SID0009,1135,829,28.19,2025/08/26,2025/09/03,2025/09/03,7,829,1,0,0,0
OID0604,MID0008,SID0007,864,608,106.53,2025/08/26,2025/09/03,2025/09/02,36,0,1,1,1,37.29
OID0605,MID0008,SID0007,893,365,106.53,2025/08/26,2025/09/12,2025/09/09,3,365,1,0,1,111.86
OID0606,MID0005,SID0005,842,532,35.8,2025/08/26,2025/08/30,2025/09/02,0,532,1,0,0,0
OID0607,MID0025,SID0021,314,288,30.62,2025/08/27,2025/09/04,2025/09/04,1,288,1,0,0,0
OID0608,MID0003,SID0003,1215,988,62.12,2025/08/27,2025/09/06,2025/09/08,0,988,1,0,0,0
OID0609,MID0012,SID0011,725,264,221.24,2025/08/27,2025/09/03,2025/09/08,2,264,1,0,0,0
OID0610,MID0008,SID0007,856,357,106.53,2025/08/27,2025/09/13,2025/09/10,0,357,1,0,1,111.86
OID0611,MID0003,SID0003,1253,703,62.12,2025/08/28,2025/09/07,2025/09/09,6,703,1,0,0,0
OID0612,MID0012,SID0011,764,369,221.24,2025/08/28,2025/09/09,2025/09/11,2,369,1,0,0,0
OID0613,MID0001,SID0001,1048,501,239.42,2025/08/28,2025/09/13,2025/09/11,4,501,1,0,1,167.59
OID0614,MID0015,SID0014,701,487,42.91,2025/08/28,2025/09/04,2025/09/04,1,487,0,0,0,0
OID0615,MID0012,SID0011,726,292,221.24,2025/08/29,2025/09/11,2025/09/10,1,292,1,0,1,77.43
OID0616,MID0011,SID0010,927,741,29.93,2025/08/29,2025/09/04,2025/09/05,49,0,1,1,0,0
OID0617,MID0012,SID0011,686,641,221.24,2025/08/29,2025/09/01,2025/09/05,37,0,1,1,0,0
OID0618,MID0008,SID0007,816,572,106.53,2025/08/29,2025/09/06,2025/09/12,3,572,1,0,0,0
OID0619,MID0020,SID0018,497,257,86.26,2025/08/29,2025/09/07,2025/09/07,2,257,1,0,0,0
OID0620,MID0015,SID0014,642,398,42.91,2025/08/30,2025/09/14,2025/09/10,1,398,0,0,1,60.07
OID0621,MID0010,SID0009,1115,546,28.19,2025/08/30,2025/09/05,2025/09/06,1,546,1,0,0,0
OID0622,MID0005,SID0005,855,548,35.8,2025/08/30,2025/09/07,2025/09/09,2,548,1,0,0,0
OID0623,MID0016,SID0015,587,317,128.17,2025/08/30,2025/09/06,2025/09/09,2,317,1,0,0,0
OID0624,MID0007,SID0006,962,416,15.11,2025/08/31,2025/09/11,2025/09/07,3,416,1,0,1,21.15
OID0625,MID0001,SID0001,1139,677,239.42,2025/08/31,2025/09/12,2025/09/14,0,677,0,0,0,0
OID0626,MID0003,SID0003,1170,729,62.12,2025/08/31,2025/09/07,2025/09/10,4,729,1,0,0,0
OID0627,MID0023,SID0021,325,154,312.55,2025/08/31,2025/09/06,2025/09/12,0,154,1,0,0,0
OID0628,MID0012,SID0011,731,427,221.24,2025/09/01,2025/09/14,2025/09/11,9,427,1,0,1,232.3
OID0629,MID0008,SID0007,873,562,106.53,2025/09/01,2025/09/13,2025/09/12,2,562,1,0,1,37.29
OID0630,MID0007,SID0006,967,795,15.11,2025/09/01,2025/09/08,2025/09/09,5,795,1,0,0,0
OID0631,MID0010,SID0009,1164,907,28.19,2025/09/01,2025/09/16,2025/09/14,5,907,1,0,1,19.73
OID0632,MID0015,SID0014,665,244,42.91,2025/09/02,2025/09/17,2025/09/13,20,0,1,1,1,60.07
OID0633,MID0017,SID0016,910,364,7,2025/09/02,2025/09/13,2025/09/12,0,364,1,0,1,2.45
OID0634,MID0005,SID0005,846,620,35.8,2025/09/02,2025/09/20,2025/09/16,0,620,1,0,1,50.12
OID0635,MID0009,SID0001,1028,970,6.05,2025/09/02,2025/09/11,2025/09/11,8,970,1,0,0,0
OID0636,MID0013,SID0012,709,453,5,2025/09/03,2025/09/13,2025/09/12,0,453,1,0,1,1.75
OID0637,MID0001,SID0001,1048,645,239.42,2025/09/03,2025/09/13,2025/09/13,2,645,0,0,0,0
OID0638,MID0001,SID0001,1098,828,239.42,2025/09/03,2025/09/08,2025/09/12,3,828,1,0,0,0
OID0639,MID0003,SID0003,1217,426,62.12,2025/09/03,2025/09/20,2025/09/16,0,426,1,0,1,86.97
OID0640,MID0025,SID0021,352,253,30.62,2025/09/04,2025/09/11,2025/09/11,0,253,1,0,0,0
OID0641,MID0025,SID0021,341,233,30.62,2025/09/04,2025/09/18,2025/09/16,1,233,1,0,1,21.43
OID0642,MID0016,SID0015,676,514,128.17,2025/09/04,2025/09/07,2025/09/13,4,514,1,0,0,0
OID0643,MID0001,SID0001,1129,864,239.42,2025/09/04,2025/09/19,2025/09/16,2,864,1,0,1,251.39
OID0644,MID0010,SID0009,1164,570,28.19,2025/09/05,2025/09/09,2025/09/12,3,570,1,0,0,0
OID0645,MID0003,SID0003,1134,490,62.12,2025/09/05,2025/09/16,2025/09/12,48,0,0,1,1,86.97
OID0646,MID0015,SID0014,673,294,42.91,2025/09/05,2025/09/17,2025/09/17,0,294,1,0,0,0
OID0647,MID0017,SID0016,892,639,7,2025/09/05,2025/09/18,2025/09/14,0,639,0,0,1,9.8
OID0648,MID0008,SID0007,807,293,106.53,2025/09/06,2025/09/19,2025/09/19,2,293,1,0,0,0
OID0649,MID0025,SID0021,334,173,30.62,2025/09/06,2025/09/18,2025/09/20,1,173,1,0,0,0
OID0650,MID0016,SID0015,668,375,128.17,2025/09/06,2025/09/16,2025/09/20,1,375,1,0,0,0
OID0651,MID0008,SID0007,924,542,106.53,2025/09/06,2025/09/16,2025/09/14,0,542,0,0,1,74.57
OID0652,MID0011,SID0010,980,380,29.93,2025/09/07,2025/09/22,2025/09/20,0,380,0,0,1,20.95
OID0653,MID0015,SID0014,685,442,42.91,2025/09/07,2025/09/11,2025/09/15,3,442,1,0,0,0
OID0654,MID0021,SID0019,403,160,12,2025/09/07,2025/09/17,2025/09/15,0,160,1,0,1,8.4
OID0655,MID0020,SID0018,491,439,86.26,2025/09/07,2025/09/13,2025/09/19,1,439,0,0,0,0
OID0656,MID0023,SID0021,325,187,312.55,2025/09/07,2025/09/13,2025/09/15,1,187,1,0,0,0
OID0657,MID0008,SID0007,923,527,106.53,2025/09/08,2025/09/25,2025/09/21,3,527,1,0,1,149.14
OID0658,MID0008,SID0007,821,629,106.53,2025/09/08,2025/09/22,2025/09/21,2,629,1,0,1,37.29
OID0659,MID0023,SID0021,350,252,312.55,2025/09/08,2025/09/15,2025/09/17,0,252,1,0,0,0
OID0660,MID0010,SID0009,1150,842,28.19,2025/09/08,2025/09/18,2025/09/16,0,842,1,0,1,19.73
OID0661,MID0025,SID0021,321,137,30.62,2025/09/09,2025/09/23,2025/09/19,0,137,0,0,1,42.87
OID0662,MID0012,SID0011,681,489,221.24,2025/09/09,2025/09/19,2025/09/22,3,489,1,0,0,0
OID0663,MID0025,SID0021,304,161,30.62,2025/09/09,2025/09/16,2025/09/20,1,161,1,0,0,0
OID0664,MID0020,SID0018,493,233,86.26,2025/09/09,2025/09/17,2025/09/19,1,233,1,0,0,0
OID0665,MID0023,SID0021,312,128,312.55,2025/09/10,2025/09/19,2025/09/20,1,128,1,0,0,0
OID0666,MID0003,SID0003,1216,426,62.12,2025/09/10,2025/09/18,2025/09/20,20,426,1,0,0,0
OID0667,MID0003,SID0003,1204,899,62.12,2025/09/10,2025/09/15,2025/09/18,6,899,1,0,0,0
OID0668,MID0025,SID0021,345,173,30.62,2025/09/10,2025/09/17,2025/09/22,0,173,1,0,0,0
OID0669,MID0012,SID0011,709,486,221.24,2025/09/11,2025/09/19,2025/09/20,12,486,1,0,0,0
OID0670,MID0016,SID0015,595,312,128.17,2025/09/11,2025/09/20,2025/09/19,1,312,1,0,1,44.86
OID0671,MID0020,SID0018,487,406,86.26,2025/09/11,2025/09/23,2025/09/20,1,406,0,0,1,90.57
OID0672,MID0011,SID0010,965,708,29.93,2025/09/11,2025/09/27,2025/09/24,5,708,1,0,1,31.43
OID0673,MID0025,SID0021,313,184,30.62,2025/09/12,2025/09/25,2025/09/23,6,184,1,0,1,21.43
OID0674,MID0005,SID0005,805,593,35.8,2025/09/12,2025/09/19,2025/09/24,12,593,1,0,0,0
OID0675,MID0023,SID0021,323,198,312.55,2025/09/12,2025/09/16,2025/09/21,0,198,0,0,0,0
OID0676,MID0015,SID0014,673,292,42.91,2025/09/12,2025/09/26,2025/09/22,1,292,1,0,1,60.07
OID0677,MID0023,SID0021,334,121,312.55,2025/09/13,2025/09/23,2025/09/21,1,121,0,0,1,218.78
OID0678,MID0019,SID0021,308,138,6.13,2025/09/13,2025/09/18,2025/09/21,0,138,1,0,0,0
OID0679,MID0005,SID0005,840,522,35.8,2025/09/13,2025/09/17,2025/09/21,34,0,0,1,0,0
OID0680,MID0001,SID0001,1128,624,239.42,2025/09/13,2025/09/21,2025/09/26,0,624,1,0,0,0
OID0681,MID0012,SID0011,747,581,221.24,2025/09/14,2025/10/02,2025/09/28,5,581,1,0,1,309.74
OID0682,MID0023,SID0021,306,202,312.55,2025/09/14,2025/09/22,2025/09/25,1,202,1,0,0,0
OID0683,MID0007,SID0006,940,643,15.11,2025/09/14,2025/09/23,2025/09/22,1,643,1,0,1,5.29
OID0684,MID0019,SID0021,330,274,6.13,2025/09/14,2025/09/25,2025/09/21,0,274,1,0,1,8.58
OID0685,MID0003,SID0003,1168,556,62.12,2025/09/15,2025/09/23,2025/09/24,3,556,1,0,0,0
OID0686,MID0011,SID0010,900,668,29.93,2025/09/15,2025/09/27,2025/09/26,6,668,1,0,1,10.48
OID0687,MID0012,SID0011,692,405,221.24,2025/09/15,2025/09/27,2025/09/23,2,405,1,0,1,309.74
OID0688,MID0003,SID0003,1134,505,62.12,2025/09/15,2025/10/02,2025/09/29,2,505,1,0,1,65.23
OID0689,MID0003,SID0003,1134,581,62.12,2025/09/16,2025/09/27,2025/09/26,0,581,1,0,1,21.74
OID0690,MID0005,SID0005,825,343,35.8,2025/09/16,2025/09/26,2025/09/23,0,343,1,0,1,37.59
OID0691,MID0010,SID0009,1110,773,28.19,2025/09/16,2025/09/19,2025/09/25,3,773,1,0,0,0
OID0692,MID0003,SID0003,1227,933,62.12,2025/09/16,2025/09/22,2025/09/23,0,933,1,0,0,0
OID0693,MID0015,SID0014,741,437,42.91,2025/09/16,2025/09/24,2025/09/25,3,437,1,0,0,0
OID0694,MID0016,SID0015,664,386,128.17,2025/09/17,2025/09/28,2025/09/28,1,386,1,0,0,0
OID0695,MID0005,SID0005,891,685,35.8,2025/09/17,2025/09/26,2025/10/01,6,685,1,0,0,0
OID0696,MID0015,SID0014,704,466,42.91,2025/09/17,2025/09/29,2025/09/28,2,466,1,0,1,15.02
OID0697,MID0007,SID0006,842,672,15.11,2025/09/17,2025/10/01,2025/09/30,8,672,1,0,1,5.29
OID0698,MID0005,SID0005,836,357,35.8,2025/09/18,2025/10/01,2025/09/30,0,357,1,0,1,12.53
OID0699,MID0007,SID0006,940,445,15.11,2025/09/18,2025/09/27,2025/09/29,0,445,1,0,0,0
OID0700,MID0020,SID0018,508,286,86.26,2025/09/18,2025/09/26,2025/09/30,1,286,0,0,0,0
OID0701,MID0010,SID0009,1022,628,28.19,2025/09/18,2025/10/01,2025/10/02,0,628,1,0,0,0
OID0702,MID0012,SID0011,711,494,221.24,2025/09/19,2025/09/30,2025/09/28,4,494,0,0,1,154.87
OID0703,MID0007,SID0006,987,801,15.11,2025/09/19,2025/09/25,2025/09/26,4,801,0,0,0,0
OID0704,MID0015,SID0014,684,484,42.91,2025/09/19,2025/09/24,2025/09/26,0,484,0,0,0,0
OID0705,MID0016,SID0015,615,490,128.17,2025/09/19,2025/09/23,2025/09/26,2,490,1,0,0,0
OID0706,MID0012,SID0011,734,464,221.24,2025/09/20,2025/10/01,2025/10/03,1,464,1,0,0,0
OID0707,MID0018,SID0017,640,313,4,2025/09/20,2025/09/27,2025/09/27,1,313,1,0,0,0
OID0708,MID0007,SID0006,861,494,15.11,2025/09/20,2025/09/22,2025/09/28,0,494,1,0,0,0
OID0709,MID0020,SID0018,542,347,86.26,2025/09/20,2025/10/03,2025/10/01,0,347,1,0,1,60.38
OID0710,MID0003,SID0003,1236,652,62.12,2025/09/21,2025/09/28,2025/10/03,3,652,1,0,0,0
OID0711,MID0023,SID0021,352,257,312.55,2025/09/21,2025/09/28,2025/09/30,0,257,1,0,0,0
OID0712,MID0007,SID0006,874,311,15.11,2025/09/21,2025/10/04,2025/10/05,1,311,0,0,0,0
OID0713,MID0008,SID0007,869,609,106.53,2025/09/21,2025/09/28,2025/09/30,4,609,1,0,0,0
OID0714,MID0008,SID0007,838,399,106.53,2025/09/22,2025/10/01,2025/10/05,2,399,1,0,0,0
OID0715,MID0005,SID0005,913,771,35.8,2025/09/22,2025/10/02,2025/09/30,6,771,1,0,1,25.06
OID0716,MID0020,SID0018,491,227,86.26,2025/09/22,2025/09/28,2025/10/01,2,227,0,0,0,0
OID0717,MID0007,SID0006,978,434,15.11,2025/09/22,2025/09/30,2025/09/30,3,434,0,0,0,0
OID0718,MID0011,SID0010,991,469,29.93,2025/09/23,2025/10/01,2025/10/07,1,469,1,0,0,0
OID0719,MID0003,SID0003,1215,995,62.12,2025/09/23,2025/10/05,2025/10/01,4,995,1,0,1,86.97
OID0720,MID0008,SID0007,892,772,106.53,2025/09/23,2025/10/02,2025/10/07,1,772,1,0,0,0
OID0721,MID0023,SID0021,343,214,312.55,2025/09/23,2025/10/01,2025/09/30,0,214,1,0,1,109.39
OID0722,MID0008,SID0007,854,364,106.53,2025/09/24,2025/09/27,2025/10/03,1,364,1,0,0,0
OID0723,MID0008,SID0007,915,486,106.53,2025/09/24,2025/09/30,2025/10/03,1,486,1,0,0,0
OID0724,MID0003,SID0003,1142,441,62.12,2025/09/24,2025/10/03,2025/10/01,0,441,1,0,1,43.48
OID0725,MID0003,SID0003,1162,981,62.12,2025/09/24,2025/10/03,2025/10/08,5,981,1,0,0,0
OID0726,MID0023,SID0021,324,228,312.55,2025/09/25,2025/10/05,2025/10/06,2,228,1,0,0,0
OID0727,MID0016,SID0015,591,419,128.17,2025/09/25,2025/10/04,2025/10/02,1,419,0,0,1,89.72
